,event,key,rt
0,instructions_0,space,10.3960499763
1,instructions_1,space,23.5595099926
2,instructions_2,space,29.2658801079
3,instructions_3,space,28.4650080204
4,instructions_4,space,39.4101719856
5,random_event,space,12.1139478683
6,end_of_block,space,4.6890771389
7,random_event,space,4.77250003815
8,end_of_block,space,6.19089007378
9,random_event,space,5.69027090073
10,end_of_block,space,5.23967480659
11,random_event,space,3.10425806046
12,end_of_block,space,7.27517008781
13,random_event,space,3.60479187965
14,end_of_block,space,3.1040930748
15,random_event,space,2.82078289986
16,end_of_block,space,2.10297298431
17,random_event,space,2.3199608326
18,end_of_block,space,3.93822097778
19,random_event,space,2.52000188828
20,end_of_block,space,3.58791017532
21,random_event,space,1.38564801216
22,end_of_block,space,4.42206382751
23,random_event,space,0.951856136322
24,end_of_block,space,4.82267618179
25,random_event,space,0.951605081558
26,end_of_block,space,2.93733310699
27,random_event,space,2.16966199875
28,end_of_block,space,1.96950602531
29,random_event,space,1.33556389809
30,end_of_block,space,2.23650693893
31,random_event,space,1.6857779026
32,end_of_block,space,1.68607091904
33,random_event,space,1.35231804848
34,end_of_block,space,3.68788409233
35,random_event,space,2.97061300278
36,end_of_block,space,1.81985592842
37,end_of_experiment,space,3.62130188942
