,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,False,1,q,+,-,2.00296401978,17.3,1043.3,1,1,18.5,-1.0,-1.2
1,1.0,False,1,p,+,-,0.634717941284,16.1,1042.1,2,2,18.5,-1.2,-1.1
2,1.0,False,1,p,+,-,1.40212893486,15.3,1041.3,3,3,18.5,-0.8,-0.5
3,0.0,False,1,q,+,-,0.518025875092,14.3,1040.3,4,4,18.5,-0.9,-1.0
4,0.0,False,1,q,+,-,0.601272106171,12.9,1038.9,5,5,18.5,-0.8,-1.4
5,1.0,False,1,p,+,-,0.517878055573,12.0,1038.0,6,6,18.5,-0.9,-0.8
6,1.0,False,1,p,+,-,1.00162792206,11.2,1037.2,7,7,18.5,-0.8,-1.4
7,1.0,False,1,p,+,-,0.451038122177,10.2,1036.2,8,8,18.5,-1.0,-1.0
8,1.0,False,1,p,+,-,0.467916965485,8.7,1034.7,9,9,18.5,-1.5,-1.0
9,0.0,False,1,q,+,-,0.367859125137,7.9,1033.9,10,10,18.5,-0.7,-0.8
10,0.0,False,1,q,+,-,0.734735012054,6.7,1032.7,11,11,18.5,-1.2,-1.2
11,1.0,False,1,p,+,-,0.517832040787,5.6,1031.6,12,12,18.5,-1.1,-1.1
12,0.0,False,1,q,+,-,0.651324987411,4.4,1030.4,13,13,18.5,-1.1,-1.2
13,0.0,False,1,q,+,-,0.785135030746,3.1,1029.1,14,14,18.5,-0.8,-1.3
14,1.0,False,1,p,+,-,0.651391029358,2.1,1028.1,15,15,18.5,-1.0,-1.2
15,1.0,False,1,p,+,-,0.584568023682,1.2,1027.2,16,16,18.5,-0.9,-1.2
16,1.0,False,1,p,+,-,0.667992115021,0.3,1026.3,17,17,18.5,-0.9,-1.2
17,1.0,False,1,p,+,-,0.567932844162,-0.4,1025.6,18,18,18.5,-0.7,-1.1
18,1.0,False,1,p,+,-,0.685980081558,-1.1,1024.9,19,19,18.5,-0.7,-1.1
19,1.0,False,1,p,+,-,0.651542901993,-2.0,1024.0,20,20,18.5,-0.9,-1.1
20,1.0,True,2,q,--,+,1.13514995575,-112.0,912.0,21,1,-113.0,1.0,1.0
21,0.0,True,2,p,--,+,0.567931890488,-110.8,913.2,22,2,-113.0,1.2,1.2
22,0.0,True,2,p,--,+,0.651487112045,-109.9,914.1,23,3,-113.0,1.3,0.9
23,1.0,True,2,q,--,+,0.502175807953,-109.2,914.8,24,4,-113.0,0.7,1.3
24,1.0,True,2,q,--,+,0.518136024475,-108.0,916.0,25,5,-113.0,1.2,1.3
25,0.0,True,2,p,--,+,0.568803071976,-106.7,917.3,26,6,-113.0,1.1,1.3
