,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,False,1,q,+,+,2.36989188194,19.4,1045.4,1,1,18.5,1.2,0.9
1,1.0,False,1,p,+,+,0.851551055908,20.5,1046.5,2,2,18.5,1.1,1.0
2,0.0,False,1,q,+,+,0.968263864517,21.1,1047.1,3,3,18.5,0.8,0.6
3,1.0,False,1,p,+,+,0.567859888077,22.3,1048.3,4,4,18.5,1.2,1.1
4,1.0,False,1,p,+,+,0.451194047928,23.1,1049.1,5,5,18.5,0.8,0.6
5,1.0,False,1,p,+,+,0.601249933243,24.4,1050.4,6,6,18.5,1.3,0.8
6,1.0,False,1,p,+,+,0.501111984253,25.3,1051.3,7,7,18.5,0.9,0.9
7,0.0,False,1,q,+,+,0.551446914673,26.2,1052.2,8,8,18.5,1.2,0.9
8,1.0,False,1,p,+,+,0.368668079376,27.9,1053.9,9,9,18.5,1.7,0.7
9,1.0,False,1,p,+,+,0.801397800446,29.1,1055.1,10,10,18.5,1.2,0.7
10,1.0,False,1,p,+,+,0.451261043549,29.9,1055.9,11,11,18.5,0.8,1.0
11,1.0,False,1,p,+,+,0.834867954254,31.2,1057.2,12,12,18.5,1.3,1.2
12,1.0,False,1,p,+,+,0.401031017303,32.3,1058.3,13,13,18.5,1.1,0.7
13,1.0,False,1,p,+,+,0.467797040939,33.3,1059.3,14,14,18.5,1.0,0.8
14,1.0,False,1,p,+,+,0.384400129318,33.9,1059.9,15,15,18.5,0.6,0.9
15,1.0,False,1,p,+,+,0.46893119812,35.2,1061.2,16,16,18.5,1.3,0.9
16,1.0,False,1,p,+,+,0.634645938873,36.3,1062.3,17,17,18.5,1.1,1.0
17,1.0,False,1,p,+,+,0.584588050842,37.5,1063.5,18,18,18.5,1.2,1.0
18,1.0,False,1,p,+,+,1.11839294434,38.7,1064.7,19,19,18.5,1.2,0.8
19,1.0,False,1,p,+,+,1.25198793411,39.7,1065.7,20,20,18.5,1.0,1.0
20,0.0,True,2,p,+,++,1.40222716331,24.6,1090.3,21,1,19.5,6.5,5.1
21,0.0,True,2,p,+,++,0.534561872482,29.4,1095.1,22,2,19.5,9.3,4.8
22,1.0,True,2,q,+,++,0.517954111099,35.4,1101.1,23,3,19.5,6.0,4.4
23,1.0,True,2,q,+,++,0.701454162598,42.0,1107.7,24,4,19.5,6.6,6.4
24,1.0,True,2,q,+,++,0.50119805336,51.2,1116.9,25,5,19.5,9.2,5.8
25,1.0,True,2,q,+,++,0.417836904526,56.8,1122.5,26,6,19.5,5.6,4.8
26,1.0,True,2,q,+,++,0.451071977615,63.4,1129.1,27,7,19.5,6.6,6.6
27,1.0,True,2,q,+,++,0.434434890747,70.7,1136.4,28,8,19.5,7.3,5.0
28,1.0,True,2,q,+,++,0.501038074493,78.4,1144.1,29,9,19.5,7.7,6.9
29,1.0,True,2,q,+,++,0.484637022018,84.3,1150.0,30,10,19.5,5.9,5.9
30,1.0,True,2,q,+,++,0.551202058792,92.6,1158.3,31,11,19.5,8.3,7.8
31,1.0,True,2,q,+,++,0.685635089874,98.6,1164.3,32,12,19.5,6.0,4.7
32,1.0,True,2,q,+,++,0.584929943085,105.4,1171.1,33,13,19.5,6.8,4.2
33,1.0,True,2,q,+,++,0.484525203705,113.5,1179.2,34,14,19.5,8.1,5.0
34,1.0,True,2,q,+,++,0.634551048279,117.6,1183.3,35,15,19.5,4.1,5.7
35,1.0,True,2,q,+,++,0.384560108185,125.1,1190.8,36,16,19.5,7.5,4.4
36,1.0,True,2,q,+,++,0.451086997986,132.1,1197.8,37,17,19.5,7.0,6.1
37,1.0,True,2,q,+,++,0.434481859207,137.9,1203.6,38,18,19.5,5.8,2.5
38,1.0,True,2,q,+,++,0.451165914536,143.7,1209.4,39,19,19.5,5.8,2.9
39,1.0,True,2,q,+,++,0.50123000145,151.3,1217.0,40,20,19.5,7.6,3.4
40,0.0,False,3,q,++,-,0.985181093216,114.0,1331.0,41,1,115.0,-0.9,-1.0
41,1.0,False,3,p,++,-,0.184429883957,113.0,1330.0,42,2,115.0,-1.0,-1.2
42,1.0,False,3,p,++,-,0.951472043991,112.0,1329.0,43,3,115.0,-1.0,-1.0
43,1.0,False,3,p,++,-,0.434795856476,110.9,1327.9,44,4,115.0,-1.1,-1.1
44,1.0,False,3,p,++,-,0.401110172272,109.7,1326.7,45,5,115.0,-1.2,-1.0
45,1.0,False,3,p,++,-,0.784685850143,108.4,1325.4,46,6,115.0,-1.3,-0.9
46,0.0,False,3,q,++,-,0.384378910065,107.5,1324.5,47,7,115.0,-1.2,-0.9
47,0.0,False,3,q,++,-,0.517850160599,106.7,1323.7,48,8,115.0,-1.3,-0.8
48,0.0,False,3,q,++,-,0.751585960388,105.7,1322.7,49,9,115.0,-0.9,-1.0
