,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,1.0,True,1,q,+,+,0.768115997314,21.2,1047.2,1,1,20.0,1.2,1.1
1,1.0,True,1,q,+,+,0.501261949539,22.9,1048.9,2,2,20.0,1.7,1.0
2,1.0,True,1,q,+,+,0.534655094147,23.8,1049.8,3,3,20.0,0.9,0.7
3,1.0,True,1,q,+,+,0.40113902092,25.0,1051.0,4,4,20.0,1.2,0.9
4,1.0,True,1,q,+,+,0.451261997223,26.1,1052.1,5,5,20.0,1.1,0.9
5,1.0,True,1,q,+,+,0.40126490593,27.3,1053.3,6,6,20.0,1.2,0.8
6,1.0,True,1,q,+,+,0.417859792709,28.3,1054.3,7,7,20.0,1.0,0.8
7,1.0,True,1,q,+,+,0.384500026703,29.4,1055.4,8,8,20.0,1.1,0.8
8,1.0,True,1,q,+,+,0.517838954926,30.7,1056.7,9,9,20.0,1.3,1.1
9,1.0,True,1,q,+,+,0.351300954819,31.6,1057.6,10,10,20.0,0.9,0.7
10,1.0,True,1,q,+,+,0.334450960159,32.5,1058.5,11,11,20.0,0.9,0.9
11,0.0,True,1,p,+,+,0.217499017715,33.8,1059.8,12,12,20.0,1.1,1.3
12,0.0,True,1,p,+,+,0.267539978027,34.5,1060.5,13,13,20.0,0.8,0.7
13,1.0,True,1,q,+,+,0.251773118973,35.2,1061.2,14,14,20.0,0.7,0.7
14,1.0,True,1,q,+,+,0.150871038437,36.4,1062.4,15,15,20.0,1.2,0.7
15,1.0,True,1,q,+,+,0.234256029129,37.7,1063.7,16,16,20.0,1.3,0.6
16,1.0,True,1,q,+,+,0.201240062714,38.9,1064.9,17,17,20.0,1.2,1.2
17,0.0,True,1,p,+,+,0.134114980698,39.7,1065.7,18,18,20.0,0.9,0.8
18,1.0,True,1,q,+,+,0.167567014694,40.5,1066.5,19,19,20.0,0.8,1.0
19,1.0,True,1,q,+,+,0.184154987335,41.1,1067.1,20,20,20.0,0.6,1.1
20,1.0,True,2,q,++,+,0.584933996201,118.1,1185.2,21,1,117.0,1.1,0.5
21,1.0,True,2,q,++,+,0.417739868164,118.8,1185.9,22,2,117.0,0.7,1.3
22,0.0,True,2,p,++,+,0.251170873642,119.7,1186.8,23,3,117.0,1.3,0.9
