,event,key,rt
0,instructions_0,space,16.1353490353
1,instructions_1,space,18.5038421154
2,instructions_2,space,28.9483659267
3,instructions_3,space,32.8526339531
4,instructions_4,space,43.664206028
5,random_event,space,9.94475483894
6,end_of_block,space,9.92808890343
7,random_event,space,4.75569391251
8,end_of_block,space,5.85691809654
9,random_event,space,5.42318797112
10,end_of_block,space,6.09051609039
11,random_event,space,5.49000191689
12,end_of_block,space,4.78932189941
13,random_event,space,4.82240104675
14,end_of_block,space,4.40546798706
15,random_event,space,3.53790092468
16,end_of_block,space,2.01954293251
17,random_event,space,1.23556089401
18,end_of_block,space,1.36871194839
19,random_event,space,1.06856894493
20,end_of_block,space,2.97064113617
21,random_event,space,1.03526902199
22,end_of_block,space,1.40210103989
23,random_event,space,2.92036795616
24,end_of_block,space,1.2519261837
25,random_event,space,0.818290948868
26,end_of_block,space,1.21871185303
27,random_event,space,2.92042303085
28,end_of_block,space,1.13518285751
29,random_event,space,1.21876692772
30,end_of_block,space,1.91939401627
31,random_event,space,1.26860404015
32,end_of_block,space,1.68582296371
33,random_event,space,1.08510613441
34,end_of_block,space,2.3197619915
35,random_event,space,1.13508605957
36,end_of_block,space,2.01957297325
37,end_of_experiment,space,1.01835608482
