,event,key,rt
0,instructions_0,space,12.1146080494
1,instructions_1,space,2.21982908249
2,instructions_2,space,36.8235759735
3,instructions_3,space,16.6518330574
4,instructions_4,space,34.8213410378
5,random_event,space,9.09417414665
6,end_of_block,space,5.42329406738
7,random_event,space,4.25549006462
8,end_of_block,space,5.97376990318
9,random_event,space,3.83817005157
10,end_of_block,space,3.92160987854
11,random_event,space,3.68794798851
12,end_of_block,space,3.25414896011
13,random_event,space,2.77028203011
14,end_of_block,space,2.01971292496
15,random_event,space,1.41905093193
16,end_of_block,space,4.32200288773
17,random_event,space,1.81953477859
18,end_of_block,space,4.82265901566
19,random_event,space,1.48591303825
20,end_of_block,space,3.47123503685
21,random_event,space,4.65565991402
22,end_of_block,space,2.05286884308
23,random_event,space,1.93609189987
24,end_of_block,space,2.78727912903
25,random_event,space,1.53560018539
26,end_of_block,space,1.28542590141
27,random_event,space,0.951877117157
28,end_of_block,space,2.23667478561
29,random_event,space,1.16877388954
30,end_of_block,space,1.55240893364
31,random_event,space,0.88500213623
32,end_of_block,space,4.17183804512
33,random_event,space,0.85151386261
34,end_of_block,space,2.21976423264
35,random_event,space,1.58576488495
36,end_of_block,space,2.06956005096
37,end_of_experiment,space,3.65455794334
