,event,key,rt
0,instructions_0,space,8.54404783249
1,instructions_1,space,14.1660439968
2,instructions_2,space,17.135997057
3,instructions_3,space,20.3391649723
4,instructions_4,space,33.4535059929
5,random_event,space,8.91073799133
6,end_of_block,space,7.00826907158
7,random_event,space,4.58902001381
8,end_of_block,space,11.8468761444
9,random_event,space,7.2918279171
10,end_of_block,space,4.45547890663
11,random_event,space,3.47129893303
12,end_of_block,space,5.02278900146
13,random_event,space,3.40437293053
14,end_of_block,space,10.8792719841
15,random_event,space,1.51902389526
16,end_of_block,space,2.38643097878
17,random_event,space,2.18653297424
18,end_of_block,space,1.66916298866
19,random_event,space,1.20221209526
20,end_of_block,space,2.38659620285
21,random_event,space,3.48771500587
22,end_of_block,space,5.59011101723
23,random_event,space,2.60349202156
24,end_of_block,space,3.82147908211
25,random_event,space,2.57011198997
26,end_of_block,space,3.33767819405
27,random_event,space,2.23648309708
28,end_of_block,space,1.91959500313
29,random_event,space,1.1519408226
30,end_of_block,space,7.19185090065
31,random_event,space,1.50218391418
32,end_of_block,space,2.35322189331
33,random_event,space,1.45238399506
34,end_of_block,space,2.08633208275
35,random_event,space,1.48553586006
36,end_of_block,space,6.00732398033
37,end_of_experiment,space,1.65234994888
