,event,key,rt
0,instructions_0,space,12.948579073
1,instructions_1,space,14.4496560097
2,instructions_2,space,32.7026507854
3,instructions_3,space,22.4581990242
4,instructions_4,space,27.2467498779
5,random_event,space,7.4923889637
6,end_of_block,space,6.19076395035
7,random_event,space,4.57247400284
8,end_of_block,space,3.60455417633
9,random_event,space,3.67117094994
10,end_of_block,space,3.07059216499
11,random_event,space,3.05385804176
12,end_of_block,space,1.83599591255
13,random_event,space,2.1698539257
14,end_of_block,space,2.10298204422
15,random_event,space,1.8696641922
16,end_of_block,space,2.68707203865
17,random_event,space,7.09160614014
18,end_of_block,space,1.93621182442
19,random_event,space,2.00296401978
20,end_of_block,space,5.4233250618
21,random_event,space,0.918348073959
22,end_of_block,space,2.78707695007
23,random_event,space,1.26873207092
24,end_of_block,space,2.06950998306
25,random_event,space,1.45227217674
26,end_of_block,space,5.27304315567
27,random_event,space,1.01845908165
28,end_of_block,space,2.08650612831
29,random_event,space,1.26874709129
30,end_of_block,space,2.55352187157
31,random_event,space,1.30223202705
32,end_of_block,space,1.41885495186
33,random_event,space,0.6847448349
34,end_of_block,space,1.46890902519
35,random_event,space,1.00177598
36,end_of_block,space,1.63583183289
37,end_of_experiment,space,1.03518390656
