,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,True,1,p,-,--,1.2187731266,-25.0,1001.0,1,1,-18.2,-3.4,-6.8
1,1.0,True,1,q,-,--,0.668046951294,-30.5,995.5,2,2,-18.2,-5.5,-7.7
2,1.0,True,1,q,-,--,0.935015916824,-34.6,991.4,3,3,-18.2,-4.1,-7.6
3,1.0,True,1,q,-,--,1.60240221024,-38.5,987.5,4,4,-18.2,-3.9,-7.2
4,1.0,True,1,q,-,--,1.36884903908,-43.2,982.8,5,5,-18.2,-4.7,-7.0
5,1.0,True,1,q,-,--,1.25187492371,-46.7,979.3,6,6,-18.2,-3.5,-10.8
6,1.0,True,1,q,-,--,1.08512091637,-51.3,974.7,7,7,-18.2,-4.6,-6.5
7,1.0,True,1,q,-,--,1.33644390106,-56.6,969.4,8,8,-18.2,-5.3,-8.2
8,1.0,True,1,q,-,--,0.719017028809,-62.6,963.4,9,9,-18.2,-6.0,-8.4
9,1.0,True,1,q,-,--,1.08516216278,-65.5,960.5,10,10,-18.2,-2.9,-8.2
10,1.0,True,1,q,-,--,0.769011974335,-71.3,954.7,11,11,-18.2,-5.8,-6.5
11,1.0,True,1,q,-,--,1.15197706223,-76.6,949.4,12,12,-18.2,-5.3,-7.7
12,1.0,True,1,q,-,--,1.26854491234,-81.9,944.1,13,13,-18.2,-5.3,-6.9
13,1.0,True,1,q,-,--,0.801837921143,-87.0,939.0,14,14,-18.2,-5.1,-6.9
14,1.0,True,1,q,-,--,0.734823942184,-92.6,933.4,15,15,-18.2,-5.6,-5.8
15,1.0,True,1,q,-,--,0.634697914124,-96.0,930.0,16,16,-18.2,-3.4,-6.2
16,1.0,True,1,q,-,--,1.23545217514,-100.7,925.3,17,17,-18.2,-4.7,-6.3
17,1.0,True,1,q,-,--,0.601328134537,-107.0,919.0,18,18,-18.2,-6.3,-6.2
18,0.0,True,1,p,-,--,0.534741163254,-114.5,911.5,19,19,-18.2,-6.3,-7.5
19,1.0,True,1,q,-,--,0.618106126785,-118.9,907.1,20,20,-18.2,-4.4,-5.3
20,0.0,True,2,p,++,++,0.901562929153,121.5,1028.6,21,1,116.0,7.0,5.5
21,1.0,True,2,q,++,++,0.401090860367,130.6,1037.7,22,2,116.0,9.1,4.6
22,1.0,True,2,q,++,++,0.584617137909,137.7,1044.8,23,3,116.0,7.1,4.6
23,1.0,True,2,q,++,++,0.517791986465,144.1,1051.2,24,4,116.0,6.4,4.3
24,1.0,True,2,q,++,++,0.551251173019,150.5,1057.6,25,5,116.0,6.4,5.7
25,1.0,True,2,q,++,++,0.618283033371,156.8,1063.9,26,6,116.0,6.3,4.2
26,1.0,True,2,q,++,++,0.634664058685,163.7,1070.8,27,7,116.0,6.9,4.4
27,1.0,True,2,q,++,++,0.768028020859,171.8,1078.9,28,8,116.0,8.1,5.5
28,1.0,True,2,q,++,++,0.718189954758,178.3,1085.4,29,9,116.0,6.5,4.9
29,1.0,True,2,q,++,++,0.618248939514,185.8,1092.9,30,10,116.0,7.5,4.4
30,1.0,True,2,q,++,++,0.601290225983,195.5,1102.6,31,11,116.0,9.7,5.9
31,1.0,True,2,q,++,++,0.567925930023,202.7,1109.8,32,12,116.0,7.2,4.5
32,1.0,True,2,q,++,++,0.617877960205,209.5,1116.6,33,13,116.0,6.8,3.1
33,1.0,True,2,q,++,++,0.517874956131,215.0,1122.1,34,14,116.0,5.5,4.6
34,1.0,True,2,q,++,++,0.634691953659,223.2,1130.3,35,15,116.0,8.2,5.6
35,1.0,True,2,q,++,++,0.718131065369,231.0,1138.1,36,16,116.0,7.8,4.1
36,1.0,True,2,q,++,++,0.568045854568,236.7,1143.8,37,17,116.0,5.7,3.5
37,1.0,True,2,q,++,++,0.551497936249,243.2,1150.3,38,18,116.0,6.5,4.3
38,1.0,True,2,q,++,++,0.601295948029,249.1,1156.2,39,19,116.0,5.9,7.3
39,0.0,True,2,p,++,++,0.484706163406,254.1,1161.2,40,20,116.0,6.3,5.0
40,1.0,True,3,q,--,+,0.951841115952,-120.1,1041.1,41,1,-121.0,0.9,1.0
41,0.0,True,3,p,--,+,0.517904996872,-119.0,1042.2,42,2,-121.0,1.0,1.1
42,0.0,True,3,p,--,+,0.417692899704,-118.2,1043.0,43,3,-121.0,0.9,0.8
43,1.0,True,3,q,--,+,0.501249074936,-117.1,1044.1,44,4,-121.0,1.1,0.8
44,1.0,True,3,q,--,+,0.551203966141,-116.0,1045.2,45,5,-121.0,1.1,0.8
45,1.0,True,3,q,--,+,0.468045949936,-115.0,1046.2,46,6,-121.0,1.0,0.9
46,1.0,True,3,q,--,+,0.751529932022,-114.1,1047.1,47,7,-121.0,0.9,0.7
47,1.0,True,3,q,--,+,1.15198397636,-112.7,1048.5,48,8,-121.0,1.4,0.8
48,1.0,True,3,q,--,+,0.584630012512,-111.9,1049.3,49,9,-121.0,0.8,0.4
49,1.0,True,3,q,--,+,0.601450920105,-110.7,1050.5,50,10,-121.0,1.2,1.0
50,1.0,True,3,q,--,+,0.45215511322,-109.9,1051.3,51,11,-121.0,0.8,0.8
51,1.0,True,3,q,--,+,0.718065977097,-108.9,1052.3,52,12,-121.0,1.0,1.2
52,0.0,True,3,p,--,+,0.651414871216,-107.9,1053.3,53,13,-121.0,1.2,1.0
53,0.0,True,3,p,--,+,0.534431934357,-106.9,1054.3,54,14,-121.0,1.0,1.0
54,0.0,True,3,p,--,+,0.517875909805,-105.9,1055.3,55,15,-121.0,0.8,1.0
55,0.0,True,3,p,--,+,0.634639978409,-105.1,1056.1,56,16,-121.0,0.9,0.8
56,1.0,True,3,q,--,+,0.785173892975,-103.9,1057.3,57,17,-121.0,1.2,1.0
57,1.0,True,3,q,--,+,0.484541893005,-102.8,1058.4,58,18,-121.0,1.1,1.1
58,0.0,True,3,p,--,+,0.0508110523224,-101.8,1059.4,59,19,-121.0,1.2,1.0
59,1.0,True,3,q,--,+,0.551244974136,-100.9,1060.3,60,20,-121.0,0.9,1.0
60,1.0,False,4,p,-,--,0.918213129044,-24.8,1035.5,61,1,-20.1,-4.7,-9.6
61,1.0,False,4,p,-,--,0.567924976349,-29.1,1031.2,62,2,-20.1,-4.3,-6.1
62,1.0,False,4,p,-,--,0.534546852112,-33.2,1027.1,63,3,-20.1,-4.1,-8.8
63,1.0,False,4,p,-,--,0.55127120018,-37.3,1023.0,64,4,-20.1,-4.1,-6.5
64,1.0,False,4,p,-,--,0.484465122223,-44.0,1016.3,65,5,-20.1,-6.7,-6.0
65,0.0,False,4,q,-,--,0.417752981186,-49.1,1011.2,66,6,-20.1,-4.9,-5.1
66,1.0,False,4,p,-,--,0.367640018463,-58.1,1002.2,67,7,-20.1,-9.0,-5.5
67,0.0,False,4,q,-,--,0.501132011414,-64.7,995.6,68,8,-20.1,-6.4,-6.6
68,0.0,False,4,q,-,--,0.385443925858,-70.5,989.8,69,9,-20.1,-4.7,-5.8
69,1.0,False,4,p,-,--,0.484483003616,-76.7,983.6,70,10,-20.1,-6.2,-7.9
70,1.0,False,4,p,-,--,0.384332895279,-79.4,980.9,71,11,-20.1,-2.7,-8.0
71,1.0,False,4,p,-,--,0.517852067947,-83.9,976.4,72,12,-20.1,-4.5,-5.5
72,1.0,False,4,p,-,--,0.868360042572,-87.9,972.4,73,13,-20.1,-4.0,-8.7
73,1.0,False,4,p,-,--,0.835005998611,-89.8,970.5,74,14,-20.1,-1.9,-6.3
74,1.0,False,4,p,-,--,0.401219129562,-93.5,966.8,75,15,-20.1,-3.7,-7.0
75,1.0,False,4,p,-,--,0.56786608696,-96.7,963.6,76,16,-20.1,-3.2,-6.4
76,1.0,False,4,p,-,--,0.55134510994,-103.1,957.2,77,17,-20.1,-6.4,-9.0
77,1.0,False,4,p,-,--,1.36898779869,-108.6,951.7,78,18,-20.1,-5.5,-6.6
78,1.0,False,4,p,-,--,0.584607839584,-115.0,945.3,79,19,-20.1,-6.4,-6.3
79,1.0,False,4,p,-,--,0.584780931473,-117.9,942.4,80,20,-20.1,-2.9,-6.6
80,1.0,False,5,p,--,+,1.06867313385,-117.8,824.6,81,1,-119.0,1.2,0.8
81,0.0,False,5,q,--,+,0.935137033463,-116.6,825.8,82,2,-119.0,1.5,1.2
82,1.0,False,5,p,--,+,0.384582996368,-115.7,826.7,83,3,-119.0,0.9,1.0
83,0.0,False,5,q,--,+,0.451346158981,-114.6,827.8,84,4,-119.0,1.2,1.1
84,1.0,False,5,p,--,+,0.718168020248,-113.6,828.8,85,5,-119.0,1.0,1.0
85,1.0,False,5,p,--,+,0.451250076294,-112.2,830.2,86,6,-119.0,1.4,0.7
86,1.0,False,5,p,--,+,0.551217079163,-111.2,831.2,87,7,-119.0,1.0,1.2
87,1.0,False,5,p,--,+,0.467875003815,-110.2,832.2,88,8,-119.0,1.0,1.0
88,1.0,False,5,p,--,+,0.384412050247,-108.9,833.5,89,9,-119.0,1.3,1.1
89,1.0,False,5,p,--,+,0.468834877014,-107.7,834.7,90,10,-119.0,1.2,1.0
90,1.0,False,5,p,--,+,0.936013936996,-107.0,835.4,91,11,-119.0,0.7,0.8
91,1.0,False,5,p,--,+,0.417742013931,-105.8,836.6,92,12,-119.0,1.2,0.7
92,1.0,False,5,p,--,+,0.852776050568,-104.7,837.7,93,13,-119.0,1.1,0.9
93,1.0,False,5,p,--,+,0.517721891403,-103.6,838.8,94,14,-119.0,1.1,0.7
94,1.0,False,5,p,--,+,0.651350021362,-102.4,840.0,95,15,-119.0,1.2,0.9
95,0.0,False,5,q,--,+,0.46795797348,-101.8,840.6,96,16,-119.0,1.2,0.6
96,1.0,False,5,p,--,+,0.434409141541,-100.8,841.6,97,17,-119.0,1.0,0.9
97,1.0,False,5,p,--,+,0.551252126694,-99.7,842.7,98,18,-119.0,1.1,0.9
98,1.0,False,5,p,--,+,0.484620094299,-98.9,843.5,99,19,-119.0,0.8,0.9
99,1.0,False,5,p,--,+,0.601307868958,-97.6,844.8,100,20,-119.0,1.3,0.9
100,1.0,True,6,q,++,-,0.818176984787,132.4,977.2,101,1,133.0,-0.6,-0.8
101,1.0,True,6,q,++,-,0.48476600647,131.3,976.1,102,2,133.0,-1.1,-1.1
102,1.0,True,6,q,++,-,0.519114017487,130.2,975.0,103,3,133.0,-1.1,-1.0
103,1.0,True,6,q,++,-,0.467828989029,129.7,974.5,104,4,133.0,-0.5,-1.1
