,event,key,rt
0,instructions_0,space,19.7729771137
1,instructions_1,space,21.5574920177
2,instructions_2,space,38.9430291653
3,instructions_3,space,2.25314998627
4,instructions_4,space,40.9284160137
5,random_event,space,8.56001091003
6,end_of_block,space,7.32535099983
7,random_event,space,9.37757396698
8,end_of_block,space,8.64342904091
9,random_event,space,7.87590384483
10,end_of_block,space,7.85920500755
11,random_event,space,5.84046792984
12,end_of_block,space,5.30659484863
13,random_event,space,2.3367459774
14,end_of_block,space,5.18961596489
15,random_event,space,4.4388730526
16,end_of_block,space,6.24078798294
17,random_event,space,5.4900431633
18,end_of_block,space,5.59015393257
19,random_event,space,2.9372189045
20,end_of_block,space,2.53681206703
21,random_event,space,1.9193778038
22,end_of_block,space,6.24065613747
23,random_event,space,1.46901392937
24,end_of_block,space,3.02067399025
25,random_event,space,1.33545398712
26,end_of_block,space,4.60580921173
27,random_event,space,1.40226912498
28,end_of_block,space,2.98734402657
29,random_event,space,3.12076711655
30,end_of_block,space,2.46991896629
31,random_event,space,2.3866109848
32,end_of_block,space,2.21985411644
33,random_event,space,6.55778312683
34,end_of_block,space,1.28545498848
35,random_event,space,1.06845402718
36,end_of_block,space,1.16864299774
37,end_of_experiment,space,0.734863996506
