,event,key,rt
0,instructions_0,space,11.7973270416
1,instructions_1,space,14.3996298313
2,instructions_2,space,26.6127920151
3,instructions_3,space,23.7764129639
4,instructions_4,space,32.9030950069
5,random_event,space,9.94532608986
6,end_of_block,space,5.77351403236
7,random_event,space,3.85474514961
8,end_of_block,space,6.4744989872
9,random_event,space,4.25527906418
10,end_of_block,space,4.37210488319
11,random_event,space,3.42090010643
12,end_of_block,space,3.97190093994
13,random_event,space,4.3886988163
14,end_of_block,space,3.62130308151
15,random_event,space,3.4377951622
16,end_of_block,space,3.82143592834
17,random_event,space,3.52112293243
18,end_of_block,space,3.85478186607
19,random_event,space,3.20417714119
20,end_of_block,space,3.73800086975
21,random_event,space,2.50353097916
22,end_of_block,space,2.72027587891
23,random_event,space,2.73690891266
24,end_of_block,space,2.87033891678
25,random_event,space,2.6368098259
26,end_of_block,space,2.57003617287
27,random_event,space,2.11963701248
28,end_of_block,space,3.9885020256
29,random_event,space,2.87064099312
30,end_of_block,space,2.88734006882
31,random_event,space,2.60352492332
32,end_of_block,space,2.97067809105
33,random_event,space,2.43675899506
34,end_of_block,space,1.66916012764
35,random_event,space,0.684979915619
36,end_of_block,space,1.45215797424
37,end_of_experiment,space,3.92158007622
