,event,key,rt
0,instructions_0,space,13.8832709789
1,instructions_1,space,20.0893669128
2,instructions_2,space,21.0068409443
3,instructions_3,space,18.7542929649
4,instructions_4,space,26.8797631264
5,random_event,space,7.22544717789
6,end_of_block,space,7.04182481766
7,random_event,space,8.82711696625
8,end_of_block,space,6.92484807968
9,random_event,space,4.43890690804
10,end_of_block,space,6.97502708435
11,random_event,space,2.82039904594
12,end_of_block,space,2.40322995186
13,random_event,space,2.88708305359
14,end_of_block,space,7.90927410126
15,random_event,space,5.57338404655
16,end_of_block,space,5.03942298889
17,random_event,space,5.84031319618
18,end_of_block,space,5.45654392242
19,random_event,space,1.83594107628
20,end_of_block,space,7.59226799011
21,random_event,space,3.7714509964
22,end_of_block,space,4.10511517525
23,random_event,space,4.48918390274
24,end_of_block,space,7.79255485535
25,random_event,space,4.03849506378
26,end_of_block,space,5.99050688744
27,random_event,space,4.93934798241
28,end_of_block,space,10.3951931
29,random_event,space,2.35332512856
30,end_of_block,space,7.00848484039
31,random_event,space,3.48764586449
32,end_of_block,space,6.64114499092
33,random_event,space,3.4711420536
34,end_of_block,space,3.15430593491
35,random_event,space,0.718224048615
36,end_of_block,space,1.16852784157
37,end_of_experiment,space,1.63575601578
