,event,key,rt
0,instructions_0,space,15.2849590778
1,instructions_1,space,17.5862429142
2,instructions_2,space,22.5250298977
3,instructions_3,space,21.6912631989
4,instructions_4,space,22.7751998901
5,random_event,space,7.4258389473
6,end_of_block,space,6.24079203606
7,random_event,space,4.10517287254
8,end_of_block,space,7.12501096725
9,random_event,space,4.25523805618
10,end_of_block,space,6.27431416512
11,random_event,space,4.73923206329
12,end_of_block,space,7.70894217491
13,random_event,space,5.82380700111
14,end_of_block,space,15.0001809597
15,random_event,space,2.88714504242
16,end_of_block,space,3.58785510063
17,random_event,space,2.92060303688
18,end_of_block,space,6.97487998009
19,random_event,space,2.85378217697
20,end_of_block,space,2.06951999664
21,random_event,space,3.63786888123
22,end_of_block,space,7.55887389183
23,random_event,space,2.48668003082
24,end_of_block,space,2.2030620575
25,random_event,space,5.37320399284
26,end_of_block,space,3.25417900085
27,random_event,space,2.13628005981
28,end_of_block,space,1.80255579948
29,random_event,space,1.43551111221
30,end_of_block,space,5.74016308784
31,random_event,space,1.36892580986
32,end_of_block,space,5.47311806679
33,random_event,space,29.3159079552
34,end_of_block,space,2.42000985146
35,random_event,space,2.21984410286
36,end_of_block,space,1.9027159214
37,end_of_experiment,space,13.4818120003
