,event,key,rt
0,instructions_0,space,12.5646300316
1,instructions_1,space,11.1463840008
2,instructions_2,space,11.9301710129
3,instructions_3,space,12.0303070545
4,instructions_4,space,16.3850181103
5,random_event,space,5.47331404686
6,end_of_block,space,4.62251091003
7,random_event,space,4.03844809532
8,end_of_block,space,2.83708500862
9,random_event,space,2.30321097374
10,end_of_block,space,3.02074098587
11,random_event,space,1.85266208649
12,end_of_block,space,4.55555510521
13,random_event,space,2.93721199036
14,end_of_block,space,2.51990795135
15,random_event,space,1.5190141201
16,end_of_block,space,2.21972799301
17,random_event,space,1.00180912018
18,end_of_block,space,1.5355899334
19,random_event,space,0.668299913406
20,end_of_block,space,1.41885685921
21,random_event,space,0.818450927734
22,end_of_block,space,0.951709985733
23,random_event,space,0.534651994705
24,end_of_block,space,2.41995000839
25,random_event,space,1.16860508919
26,end_of_block,space,2.2364218235
27,random_event,space,1.05171394348
28,end_of_block,space,6.0905649662
29,random_event,space,2.55335187912
30,end_of_block,space,2.70384502411
31,random_event,space,1.35210084915
32,end_of_block,space,2.23649597168
33,random_event,space,1.26857614517
34,end_of_block,space,1.38552284241
35,random_event,space,0.501290798187
36,end_of_block,space,0.701627016068
37,end_of_experiment,space,0.484477043152
