,event,key,rt
0,instructions_0,space,26.3964810371
1,instructions_1,space,9.07704997063
2,instructions_2,space,40.627794981
3,instructions_3,space,51.0558049679
4,instructions_4,space,70.6099669933
5,random_event,space,15.8347160816
6,end_of_block,space,7.92594218254
7,random_event,space,6.32445502281
8,end_of_block,space,5.77356100082
9,random_event,space,5.43986010551
10,end_of_block,space,6.67438483238
11,random_event,space,2.45338177681
12,end_of_block,space,4.43883800507
13,random_event,space,3.28757715225
14,end_of_block,space,3.03834009171
15,random_event,space,4.23962903023
16,end_of_block,space,0.769018173218
17,random_event,space,1.01960206032
18,end_of_block,space,1.7200858593
19,random_event,space,1.18615198135
20,end_of_block,space,1.38663578033
21,random_event,space,0.468869924545
22,end_of_block,space,1.36974716187
23,random_event,space,0.468822002411
24,end_of_block,space,2.90373396873
25,random_event,space,1.48593211174
26,end_of_block,space,1.41882014275
27,random_event,space,0.868268966675
28,end_of_block,space,1.81923413277
29,random_event,space,6.27404403687
30,end_of_block,space,1.00172996521
31,random_event,space,0.367630004883
32,end_of_block,space,1.93613791466
33,random_event,space,0.918546199799
34,end_of_block,space,0.634479045868
35,random_event,space,0.401033163071
36,end_of_block,space,0.701234102249
37,end_of_experiment,space,0.334442853928
