,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,,True,1,,-,+,3.00317907333,-20.0,1006.0,1,1,-21.0,1.4,1.0
1,,True,1,,-,+,3.00326514244,-19.3,1006.7,2,2,-21.0,0.7,1.0
2,,True,1,,-,+,3.0032479763,-18.3,1007.7,3,3,-21.0,1.1,1.0
3,1.0,True,1,q,-,+,0.734884023666,-17.1,1008.9,4,4,-21.0,1.2,1.0
4,1.0,True,1,q,-,+,0.551452875137,-16.3,1009.7,5,5,-21.0,0.8,1.0
5,1.0,True,1,q,-,+,0.517847061157,-14.9,1011.1,6,6,-21.0,1.4,1.3
6,0.0,True,1,p,-,+,0.28456401825,-14.0,1012.0,7,7,-21.0,1.4,0.9
7,1.0,True,1,q,-,+,0.334414958954,-12.8,1013.2,8,8,-21.0,1.2,1.2
8,0.0,True,1,p,-,+,0.351091861725,-12.0,1014.0,9,9,-21.0,1.3,0.8
9,0.0,True,1,p,-,+,0.252262830734,-11.3,1014.7,10,10,-21.0,1.3,0.7
10,0.0,True,1,p,-,+,0.250896930695,-10.4,1015.6,11,11,-21.0,0.8,0.9
11,0.0,True,1,p,-,+,0.351034879684,-9.3,1016.7,12,12,-21.0,1.1,1.1
12,0.0,True,1,p,-,+,0.234375,-9.0,1017.0,13,13,-21.0,1.5,0.3
13,1.0,True,1,q,-,+,0.284268856049,-7.7,1018.3,14,14,-21.0,1.3,1.0
14,1.0,True,1,q,-,+,0.551161050797,-6.8,1019.2,15,15,-21.0,0.9,0.9
15,0.0,True,1,p,-,+,0.235280990601,-6.0,1020.0,16,16,-21.0,0.7,0.8
16,1.0,True,1,q,-,+,0.217544078827,-4.6,1021.4,17,17,-21.0,1.4,1.1
17,0.0,True,1,p,-,+,0.267825841904,-3.6,1022.4,18,18,-21.0,1.2,1.0
18,1.0,True,1,q,-,+,0.317836999893,-2.4,1023.6,19,19,-21.0,1.2,1.0
19,1.0,True,1,q,-,+,0.334407806396,-1.6,1024.4,20,20,-21.0,0.8,1.0
20,1.0,False,2,p,+,+,0.450998783112,20.8,1045.2,21,1,19.7,1.1,0.9
21,1.0,False,2,p,+,+,0.28430390358,21.7,1046.1,22,2,19.7,0.9,1.0
22,1.0,False,2,p,+,+,0.284282922745,23.1,1047.5,23,3,19.7,1.4,0.7
23,0.0,False,2,q,+,+,0.250988006592,24.5,1048.9,24,4,19.7,1.1,1.4
24,1.0,False,2,p,+,+,0.284343004227,25.6,1050.0,25,5,19.7,1.1,1.1
25,0.0,False,2,q,+,+,0.351088047028,26.7,1051.1,26,6,19.7,1.1,1.1
26,0.0,False,2,q,+,+,0.317949056625,27.1,1051.5,27,7,19.7,1.2,0.4
27,0.0,False,2,q,+,+,0.284378051758,28.1,1052.5,28,8,19.7,0.9,1.0
28,1.0,False,2,p,+,+,0.251071929932,29.0,1053.4,29,9,19.7,0.9,1.0
29,0.0,False,2,q,+,+,0.350978851318,29.6,1054.0,30,10,19.7,1.3,0.6
30,1.0,False,2,p,+,+,0.584675073624,30.9,1055.3,31,11,19.7,1.3,0.7
31,1.0,False,2,p,+,+,0.284408092499,32.1,1056.5,32,12,19.7,1.2,1.0
32,0.0,False,2,q,+,+,0.284329891205,33.1,1057.5,33,13,19.7,0.8,1.0
33,1.0,False,2,p,+,+,0.250936031342,33.8,1058.2,34,14,19.7,0.7,0.7
34,1.0,False,2,p,+,+,0.267695188522,34.8,1059.2,35,15,19.7,1.0,0.7
35,0.0,False,2,q,+,+,0.251994848251,35.9,1060.3,36,16,19.7,1.1,1.1
36,0.0,False,2,q,+,+,0.267693042755,36.9,1061.3,37,17,19.7,1.1,1.0
37,1.0,False,2,p,+,+,0.200843811035,38.0,1062.4,38,18,19.7,1.1,0.6
38,1.0,False,2,p,+,+,0.250869989395,39.2,1063.6,39,19,19.7,1.2,0.8
39,1.0,False,2,p,+,+,0.968356847763,40.0,1064.4,40,20,19.7,0.8,1.0
40,1.0,True,3,q,++,++,0.30096912384,119.4,1183.8,41,1,113.0,6.4,3.2
41,1.0,True,3,q,++,++,0.534550189972,125.1,1189.5,42,2,113.0,5.7,5.1
42,0.0,True,3,p,++,++,0.351073026657,131.6,1196.0,43,3,113.0,6.3,6.5
43,1.0,True,3,q,++,++,0.335321903229,138.6,1203.0,44,4,113.0,7.0,4.2
44,1.0,True,3,q,++,++,0.367855072021,146.1,1210.5,45,5,113.0,7.5,3.8
45,1.0,True,3,q,++,++,0.30110001564,150.2,1214.6,46,6,113.0,4.1,3.8
46,0.0,True,3,p,++,++,0.267582893372,154.9,1219.3,47,7,113.0,6.4,4.7
47,0.0,True,3,p,++,++,0.0840618610382,159.0,1223.4,48,8,113.0,8.0,4.1
48,0.0,True,3,p,++,++,0.267903089523,163.1,1227.5,49,9,113.0,6.4,4.1
49,1.0,True,3,q,++,++,0.267887830734,171.3,1235.7,50,10,113.0,8.2,5.3
50,0.0,True,3,p,++,++,0.217334985733,176.6,1241.0,51,11,113.0,8.4,5.3
51,0.0,True,3,p,++,++,0.0841269493103,181.8,1246.2,52,12,113.0,6.6,5.2
52,1.0,True,3,q,++,++,0.284273147583,188.9,1253.3,53,13,113.0,7.1,5.3
53,1.0,True,3,q,++,++,0.25091791153,197.4,1261.8,54,14,113.0,8.5,5.9
54,1.0,True,3,q,++,++,0.284232139587,204.7,1269.1,55,15,113.0,7.3,4.5
55,1.0,True,3,q,++,++,0.267683029175,210.2,1274.6,56,16,113.0,5.5,5.7
56,1.0,True,3,q,++,++,0.250982046127,217.7,1282.1,57,17,113.0,7.5,3.6
57,1.0,True,3,q,++,++,0.334389209747,224.9,1289.3,58,18,113.0,7.2,3.7
58,1.0,True,3,q,++,++,0.301184892654,231.2,1295.6,59,19,113.0,6.3,4.6
59,1.0,True,3,q,++,++,0.250990867615,238.2,1302.6,60,20,113.0,7.0,2.1
60,1.0,False,4,p,+,++,0.601253986359,27.6,1330.2,61,1,20.9,6.7,4.4
61,1.0,False,4,p,+,++,0.284427881241,35.1,1337.7,62,2,20.9,7.5,6.0
62,1.0,False,4,p,+,++,0.28435921669,42.0,1344.6,63,3,20.9,6.9,4.6
63,1.0,False,4,p,+,++,0.234215974808,47.6,1350.2,64,4,20.9,5.6,4.3
64,1.0,False,4,p,+,++,0.234272003174,55.5,1358.1,65,5,20.9,7.9,5.5
65,1.0,False,4,p,+,++,0.234112977982,62.5,1365.1,66,6,20.9,7.0,6.1
66,1.0,False,4,p,+,++,0.301269054413,70.5,1373.1,67,7,20.9,8.0,2.9
67,1.0,False,4,p,+,++,0.267812013626,78.1,1380.7,68,8,20.9,7.6,5.7
68,1.0,False,4,p,+,++,0.284327983856,84.1,1386.7,69,9,20.9,6.0,4.7
69,1.0,False,4,p,+,++,0.250823020935,89.5,1392.1,70,10,20.9,5.4,3.6
70,1.0,False,4,p,+,++,0.284235954285,97.2,1399.8,71,11,20.9,7.7,6.4
71,1.0,False,4,p,+,++,0.250910997391,105.3,1407.9,72,12,20.9,8.1,5.7
72,1.0,False,4,p,+,++,0.267853021622,112.1,1414.7,73,13,20.9,6.8,6.7
73,1.0,False,4,p,+,++,0.267862796783,119.3,1421.9,74,14,20.9,7.2,6.3
74,1.0,False,4,p,+,++,0.234210014343,125.6,1428.2,75,15,20.9,6.3,3.2
75,1.0,False,4,p,+,++,0.267535924911,133.2,1435.8,76,16,20.9,7.6,4.2
76,1.0,False,4,p,+,++,0.267511844635,141.1,1443.7,77,17,20.9,7.9,4.5
77,1.0,False,4,p,+,++,0.11757683754,147.6,1450.2,78,18,20.9,6.5,5.4
78,1.0,False,4,p,+,++,0.334638118744,155.0,1457.6,79,19,20.9,7.4,4.8
79,1.0,False,4,p,+,++,0.3010430336,160.5,1463.1,80,20,20.9,5.5,3.1
80,1.0,True,5,q,-,--,0.668005228043,-23.7,1439.4,81,1,-18.3,-5.4,-6.3
81,1.0,True,5,q,-,--,0.317823886871,-28.3,1434.8,82,2,-18.3,-4.6,-5.6
82,1.0,True,5,q,-,--,0.234398841858,-34.2,1428.9,83,3,-18.3,-5.9,-7.8
83,1.0,True,5,q,-,--,0.217545986176,-38.8,1424.3,84,4,-18.3,-4.6,-7.1
84,1.0,True,5,q,-,--,0.30105805397,-44.6,1418.5,85,5,-18.3,-5.8,-9.6
85,1.0,True,5,q,-,--,0.235368013382,-48.8,1414.3,86,6,-18.3,-4.2,-7.1
86,1.0,True,5,q,-,--,0.23406291008,-55.2,1407.9,87,7,-18.3,-6.4,-6.4
87,1.0,True,5,q,-,--,0.235487937927,-61.3,1401.8,88,8,-18.3,-6.1,-8.8
88,1.0,True,5,q,-,--,0.250972986221,-66.9,1396.2,89,9,-18.3,-5.6,-7.1
89,1.0,True,5,q,-,--,0.217621088028,-71.4,1391.7,90,10,-18.3,-4.5,-5.1
90,1.0,True,5,q,-,--,0.26762509346,-74.9,1388.2,91,11,-18.3,-3.5,-6.3
91,1.0,True,5,q,-,--,0.234231948853,-79.9,1383.2,92,12,-18.3,-5.0,-6.0
92,1.0,True,5,q,-,--,0.251003980637,-84.9,1378.2,93,13,-18.3,-5.0,-5.8
93,1.0,True,5,q,-,--,0.317714929581,-88.8,1374.3,94,14,-18.3,-3.9,-6.4
94,1.0,True,5,q,-,--,0.535514831543,-91.4,1371.7,95,15,-18.3,-2.6,-6.5
95,1.0,True,5,q,-,--,0.284394979477,-97.9,1365.2,96,16,-18.3,-6.5,-6.6
