,event,key,rt
0,instructions_0,space,11.5139029026
1,instructions_1,space,11.4128339291
2,instructions_2,space,18.8043141365
3,instructions_3,space,15.6508288383
4,instructions_4,space,20.0055809021
5,random_event,space,4.9225461483
6,end_of_block,space,4.1051800251
7,random_event,space,4.23856306076
8,end_of_block,space,6.80801987648
9,random_event,space,3.07071709633
10,end_of_block,space,3.52122998238
11,random_event,space,3.03732204437
12,end_of_block,space,2.63678407669
13,random_event,space,4.22193002701
14,end_of_block,space,2.00296187401
15,random_event,space,2.05279183388
16,end_of_block,space,3.23758101463
17,random_event,space,5.2061560154
18,end_of_block,space,1.6192009449
19,random_event,space,1.18528199196
20,end_of_block,space,3.68788909912
21,random_event,space,1.88618803024
22,end_of_block,space,1.96956205368
23,random_event,space,1.51886296272
24,end_of_block,space,1.35233807564
25,random_event,space,2.06959986687
26,end_of_block,space,1.2520070076
27,random_event,space,1.68602204323
28,end_of_block,space,1.2185921669
29,random_event,space,0.617852926254
30,end_of_block,space,2.13625478745
31,random_event,space,2.7536649704
32,end_of_block,space,2.15288901329
33,random_event,space,0.751433849335
34,end_of_block,space,1.83595991135
35,random_event,space,1.36877393723
36,end_of_block,space,1.41893315315
37,end_of_experiment,space,0.901813030243
