,event,key,rt
0,instructions_0,space,21.6584668159
1,instructions_1,space,12.814455986
2,instructions_2,space,27.2634091377
3,instructions_3,space,21.2404909134
4,instructions_4,space,29.3155429363
5,random_event,space,6.00710606575
6,end_of_block,space,8.84382200241
7,random_event,space,10.9623939991
8,end_of_block,space,5.32306098938
9,random_event,space,5.27310705185
10,end_of_block,space,3.47134399414
11,random_event,space,4.02169895172
12,end_of_block,space,3.32099914551
13,random_event,space,2.53691482544
14,end_of_block,space,2.4031162262
15,random_event,space,1.8025329113
16,end_of_block,space,4.42209601402
17,random_event,space,1.70246386528
18,end_of_block,space,3.58815813065
19,random_event,space,1.63597106934
20,end_of_block,space,1.65247702599
21,random_event,space,1.50224804878
22,end_of_block,space,4.33866906166
23,random_event,space,3.00387978554
24,end_of_block,space,2.13633203506
25,random_event,space,2.35355687141
26,end_of_block,space,2.06952095032
27,random_event,space,2.87042593956
28,end_of_block,space,3.65457296371
29,random_event,space,1.9526450634
30,end_of_block,space,2.10298490524
31,random_event,space,3.03728294373
32,end_of_block,space,5.69014310837
33,random_event,space,1.71918916702
34,end_of_block,space,3.63797402382
35,random_event,space,2.11955904961
36,end_of_block,space,2.17009091377
37,end_of_experiment,space,8.09308409691
