,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,True,1,p,-,-,1.50214385986,-21.5,1004.5,1,1,-20.3,-1.0,-1.2
1,1.0,True,1,q,-,-,0.901797056198,-22.6,1003.4,2,2,-20.3,-1.1,-0.9
2,0.0,True,1,p,-,-,1.05277895927,-23.8,1002.2,3,3,-20.3,-0.9,-1.2
3,0.0,True,1,p,-,-,0.935116052628,-24.2,1001.8,4,4,-20.3,-0.5,-0.4
4,1.0,True,1,q,-,-,0.434604883194,-25.0,1001.0,5,5,-20.3,-0.8,-0.9
5,0.0,True,1,p,-,-,0.48454117775,-26.3,999.7,6,6,-20.3,-0.7,-1.3
6,1.0,True,1,q,-,-,0.734749078751,-26.9,999.1,7,7,-20.3,-0.6,-1.0
7,0.0,True,1,p,-,-,0.367716789246,-28.0,998.0,8,8,-20.3,-0.7,-1.1
8,0.0,True,1,p,-,-,0.318596124649,-29.0,997.0,9,9,-20.3,-1.0,-1.0
9,1.0,True,1,q,-,-,0.384449005127,-29.9,996.1,10,10,-20.3,-0.9,-1.4
10,1.0,True,1,q,-,-,0.150830030441,-30.7,995.3,11,11,-20.3,-0.8,-1.1
11,0.0,True,1,p,-,-,0.250949859619,-32.0,994.0,12,12,-20.3,-1.1,-1.3
12,0.0,True,1,p,-,-,0.0841898918152,-32.9,993.1,13,13,-20.3,-1.0,-0.9
13,0.0,True,1,p,-,-,0.285302877426,-34.1,991.9,14,14,-20.3,-1.0,-1.2
14,1.0,True,1,q,-,-,0.417783975601,-34.6,991.4,15,15,-20.3,-0.5,-0.9
15,1.0,True,1,q,-,-,0.0506961345673,-35.5,990.5,16,16,-20.3,-0.9,-0.9
16,0.0,True,1,p,-,-,0.384378910065,-36.5,989.5,17,17,-20.3,-1.0,-1.0
17,0.0,True,1,p,-,-,0.352007865906,-37.9,988.1,18,18,-20.3,-0.6,-1.4
