,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,True,1,p,++,++,2.58666801453,125.6,1151.6,1,1,121.0,6.4,4.6
1,0.0,True,1,p,++,++,1.11866283417,131.0,1157.0,2,2,121.0,6.4,5.4
2,1.0,True,1,q,++,++,0.551337003708,138.5,1164.5,3,3,121.0,7.5,5.1
3,1.0,True,1,q,++,++,0.551351070404,146.4,1172.4,4,4,121.0,7.9,5.7
4,1.0,True,1,q,++,++,1.11843681335,152.6,1178.6,5,5,121.0,6.2,5.0
5,1.0,True,1,q,++,++,1.75261306763,160.2,1186.2,6,6,121.0,7.6,3.2
6,1.0,True,1,q,++,++,1.63587093353,166.8,1192.8,7,7,121.0,6.6,6.1
7,1.0,True,1,q,++,++,1.25197100639,174.2,1200.2,8,8,121.0,7.4,5.7
8,1.0,True,1,q,++,++,0.584545135498,181.0,1207.0,9,9,121.0,6.8,6.6
9,1.0,True,1,q,++,++,1.05204486847,188.6,1214.6,10,10,121.0,7.6,7.3
10,1.0,True,1,q,++,++,0.834810018539,196.1,1222.1,11,11,121.0,7.5,5.8
11,1.0,True,1,q,++,++,0.668030977249,204.2,1230.2,12,12,121.0,8.1,5.9
12,1.0,True,1,q,++,++,0.884984970093,210.6,1236.6,13,13,121.0,6.4,4.1
13,1.0,True,1,q,++,++,0.318717002869,215.5,1241.5,14,14,121.0,4.9,3.2
14,0.0,True,1,p,++,++,0.517830133438,218.5,1244.5,15,15,121.0,4.7,3.0
15,1.0,True,1,q,++,++,0.234440088272,226.1,1252.1,16,16,121.0,7.6,4.9
16,1.0,True,1,q,++,++,0.301012992859,232.3,1258.3,17,17,121.0,6.2,3.8
17,1.0,True,1,q,++,++,0.33437204361,241.4,1267.4,18,18,121.0,9.1,4.4
18,1.0,True,1,q,++,++,0.400989055634,247.3,1273.3,19,19,121.0,5.9,4.6
19,0.0,True,1,p,++,++,0.284335136414,250.1,1276.1,20,20,121.0,4.6,2.8
20,0.0,True,2,p,--,+,1.58590292931,-116.3,1159.8,21,1,-117.0,1.0,0.7
21,1.0,True,2,q,--,+,0.300904989243,-115.5,1160.6,22,2,-117.0,0.8,1.1
22,1.0,True,2,q,--,+,0.417762994766,-114.4,1161.7,23,3,-117.0,1.1,0.5
23,0.0,True,2,p,--,+,0.66799902916,-113.7,1162.4,24,4,-117.0,0.9,0.7
24,0.0,True,2,p,--,+,0.568133115768,-112.9,1163.2,25,5,-117.0,0.6,0.8
25,1.0,True,2,q,--,+,0.402098894119,-111.7,1164.4,26,6,-117.0,1.2,1.1
26,1.0,True,2,q,--,+,0.300942897797,-111.0,1165.1,27,7,-117.0,0.7,1.0
27,1.0,True,2,q,--,+,0.334259986877,-110.0,1166.1,28,8,-117.0,1.0,0.7
28,0.0,True,2,p,--,+,0.434715986252,-109.2,1166.9,29,9,-117.0,1.4,0.8
29,0.0,True,2,p,--,+,0.551210165024,-108.5,1167.6,30,10,-117.0,1.3,0.7
30,0.0,True,2,p,--,+,0.467853069305,-107.3,1168.8,31,11,-117.0,1.1,1.2
31,0.0,True,2,p,--,+,0.484422206879,-106.7,1169.4,32,12,-117.0,1.3,0.6
32,0.0,True,2,p,--,+,0.167320013046,-105.9,1170.2,33,13,-117.0,1.3,0.8
33,0.0,True,2,p,--,+,0.334585905075,-105.1,1171.0,34,14,-117.0,1.0,0.8
34,0.0,True,2,p,--,+,0.30103802681,-104.3,1171.8,35,15,-117.0,0.7,0.8
35,0.0,True,2,p,--,+,0.317628145218,-103.1,1173.0,36,16,-117.0,1.1,1.2
36,1.0,True,2,q,--,+,0.501070976257,-101.6,1174.5,37,17,-117.0,1.5,0.9
37,1.0,True,2,q,--,+,0.401386022568,-100.9,1175.2,38,18,-117.0,0.7,0.7
38,1.0,True,2,q,--,+,0.284276008606,-99.6,1176.5,39,19,-117.0,1.3,0.4
39,1.0,True,2,q,--,+,0.53470492363,-98.2,1177.9,40,20,-117.0,1.4,1.4
40,1.0,False,3,p,+,+,1.00190210342,21.2,1199.1,41,1,20.2,1.0,0.7
41,1.0,False,3,p,+,+,0.334275007248,22.6,1200.5,42,2,20.2,1.4,1.0
