,event,key,rt
0,instructions_0,space,21.5611531734
1,instructions_1,space,12.0654699802
2,instructions_2,space,19.8749320507
3,instructions_3,space,18.5234332085
4,instructions_4,space,18.0392699242
5,random_event,space,7.39317989349
6,end_of_block,space,6.45886588097
7,random_event,space,4.33928108215
8,end_of_block,space,2.72068595886
9,random_event,space,3.88872504234
10,end_of_block,space,3.054500103
11,random_event,space,3.07141399384
12,end_of_block,space,6.74261212349
13,random_event,space,4.13897013664
14,end_of_block,space,3.43815994263
15,random_event,space,1.83608102798
16,end_of_block,space,2.7207839489
17,random_event,space,2.1200158596
18,end_of_block,space,2.3368139267
19,random_event,space,2.17002010345
20,end_of_block,space,3.0210340023
21,random_event,space,1.61940312386
22,end_of_block,space,2.27013111115
23,random_event,space,1.1185259819
24,end_of_block,space,1.73605108261
25,random_event,space,1.45240211487
26,end_of_block,space,1.70271897316
27,random_event,space,1.26885890961
28,end_of_block,space,1.56933999062
29,random_event,space,1.25219082832
30,end_of_block,space,1.53605008125
31,random_event,space,1.50273489952
32,end_of_block,space,1.26900410652
33,random_event,space,1.16871500015
34,end_of_block,space,6.00817012787
35,random_event,space,3.65519785881
36,end_of_block,space,2.98772311211
37,end_of_experiment,space,1.90300488472
