,event,key,rt
0,instructions_0,space,37.9596180916
1,instructions_1,space,45.7165780067
2,instructions_2,space,53.9419929981
3,instructions_3,space,26.1956558228
4,instructions_4,space,48.9700279236
5,random_event,space,6.84135007858
6,end_of_block,space,8.74339914322
7,random_event,space,6.89140200615
8,end_of_block,space,7.34191513062
9,random_event,space,5.28963685036
10,end_of_block,space,5.64000511169
11,random_event,space,3.35415005684
12,end_of_block,space,2.80363202095
13,random_event,space,2.57004380226
14,end_of_block,space,4.43908500671
15,random_event,space,2.82043290138
16,end_of_block,space,3.75471401215
17,random_event,space,2.23660898209
18,end_of_block,space,2.50340414047
19,random_event,space,1.21866512299
20,end_of_block,space,1.7194750309
21,random_event,space,1.28534293175
22,end_of_block,space,2.15300416946
23,random_event,space,1.30213904381
24,end_of_block,space,4.58907699585
25,random_event,space,1.01836800575
26,end_of_block,space,3.63797616959
27,random_event,space,4.789249897
28,end_of_block,space,1.86971402168
29,random_event,space,0.584658145905
30,end_of_block,space,1.00176692009
31,random_event,space,0.78480386734
32,end_of_block,space,2.33653211594
33,random_event,space,1.15193486214
34,end_of_block,space,1.86959385872
35,random_event,space,2.20302891731
36,end_of_block,space,1.96943712234
37,end_of_experiment,space,1.65235805511
