,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,False,1,q,+,--,2.65352201462,14.9,1040.9,1,1,21.2,-5.3,-6.3
1,0.0,False,1,q,+,--,2.63689804077,6.4,1032.4,2,2,21.2,-3.5,-8.5
2,0.0,False,1,q,+,--,0.601203918457,1.4,1027.4,3,3,21.2,-6.4,-5.0
3,1.0,False,1,p,+,--,1.03598117828,-5.2,1020.8,4,4,21.2,-6.6,-6.6
4,0.0,False,1,q,+,--,0.51783490181,-12.6,1013.4,5,5,21.2,-2.3,-7.4
5,1.0,False,1,p,+,--,0.368645906448,-17.9,1008.1,6,6,21.2,-5.3,-7.9
6,1.0,False,1,p,+,--,0.335202932358,-23.1,1002.9,7,7,21.2,-5.2,-5.6
7,1.0,False,1,p,+,--,0.534647226334,-29.3,996.7,8,8,21.2,-6.2,-7.4
8,1.0,False,1,p,+,--,0.851518154144,-35.6,990.4,9,9,21.2,-6.3,-5.9
9,0.0,False,1,q,+,--,0.651444911957,-39.8,986.2,10,10,21.2,-3.9,-4.2
10,0.0,False,1,q,+,--,0.584830999374,-48.1,977.9,11,11,21.2,-6.4,-8.3
11,1.0,False,1,p,+,--,0.417870998383,-54.3,971.7,12,12,21.2,-6.2,-6.5
12,0.0,False,1,q,+,--,0.751435041428,-62.5,963.5,13,13,21.2,-5.2,-8.2
13,1.0,False,1,p,+,--,0.384713888168,-66.6,959.4,14,14,21.2,-4.1,-4.9
14,1.0,False,1,p,+,--,0.401103973389,-70.7,955.3,15,15,21.2,-4.1,-6.6
15,1.0,False,1,p,+,--,0.484397888184,-76.1,949.9,16,16,21.2,-5.4,-6.8
16,1.0,False,1,p,+,--,0.567852973938,-80.7,945.3,17,17,21.2,-4.6,-4.4
17,0.0,False,1,q,+,--,0.618091106415,-83.7,942.3,18,18,21.2,-5.1,-3.0
18,0.0,False,1,q,+,--,0.484519004822,-89.1,936.9,19,19,21.2,-4.6,-5.4
19,1.0,False,1,p,+,--,0.535071134567,-92.9,933.1,20,20,21.2,-3.8,-6.5
20,0.0,True,2,p,+,+,0.517821073532,21.7,954.8,21,1,20.7,1.3,1.0
21,0.0,True,2,p,+,+,0.801692008972,22.5,955.6,22,2,20.7,1.3,0.8
22,0.0,True,2,p,+,+,0.651483058929,23.4,956.5,23,3,20.7,1.3,0.9
23,1.0,True,2,q,+,+,0.384421825409,24.4,957.5,24,4,20.7,1.0,1.0
24,1.0,True,2,q,+,+,0.501032114029,25.6,958.7,25,5,20.7,1.2,0.8
25,1.0,True,2,q,+,+,0.400989055634,27.1,960.2,26,6,20.7,1.5,0.7
26,1.0,True,2,q,+,+,0.484530925751,27.8,960.9,27,7,20.7,0.7,1.2
27,1.0,True,2,q,+,+,0.434508085251,29.0,962.1,28,8,20.7,1.2,1.0
28,0.0,True,2,p,+,+,0.434411048889,29.9,963.0,29,9,20.7,0.8,0.9
29,0.0,True,2,p,+,+,0.418841123581,31.3,964.4,30,10,20.7,0.8,1.4
30,0.0,True,2,p,+,+,0.401074886322,32.3,965.4,31,11,20.7,1.1,1.0
31,1.0,True,2,q,+,+,0.384455919266,33.2,966.3,32,12,20.7,0.9,1.2
32,0.0,True,2,p,+,+,0.601227045059,34.5,967.6,33,13,20.7,1.1,1.3
33,0.0,True,2,p,+,+,0.517998933792,35.6,968.7,34,14,20.7,0.9,1.1
