,event,key,rt
0,instructions_0,space,18.9884979725
1,instructions_1,space,32.9027571678
2,instructions_2,space,29.8327608109
3,instructions_3,space,29.399009943
4,instructions_4,space,36.7237370014
5,random_event,space,7.15834188461
6,end_of_block,space,6.12388706207
7,random_event,space,4.92267107964
8,end_of_block,space,4.4888651371
9,random_event,space,3.13731098175
10,end_of_block,space,2.57002091408
11,random_event,space,3.05412793159
12,end_of_block,space,8.22622299194
13,random_event,space,8.04267597198
14,end_of_block,space,4.73904705048
15,random_event,space,2.11980605125
16,end_of_block,space,3.28751301765
17,random_event,space,2.08637690544
18,end_of_block,space,1.50237298012
19,random_event,space,4.03845191002
20,end_of_block,space,1.48557400703
21,random_event,space,0.76832485199
22,end_of_block,space,1.83593583107
23,random_event,space,1.26866388321
24,end_of_block,space,2.68696713448
25,random_event,space,0.901682138443
26,end_of_block,space,1.46893596649
27,random_event,space,0.484524011612
28,end_of_block,space,1.43564009666
29,random_event,space,0.484569072723
30,end_of_block,space,1.3188598156
31,random_event,space,1.16859412193
32,end_of_block,space,1.10192298889
33,random_event,space,0.568150997162
34,end_of_block,space,1.15177989006
35,random_event,space,0.668054103851
36,end_of_block,space,1.2690050602
37,end_of_experiment,space,0.367757797241
