,event,key,rt
0,instructions_0,space,59.9827198982
1,instructions_1,space,14.433150053
2,instructions_2,space,20.6731979847
3,instructions_3,space,25.5783321857
4,instructions_4,space,34.6716301441
5,random_event,space,6.70797085762
6,end_of_block,space,7.77581310272
7,random_event,space,5.79020309448
8,end_of_block,space,7.00820493698
9,random_event,space,5.1895468235
10,end_of_block,space,4.67239117622
11,random_event,space,3.70472121239
12,end_of_block,space,2.87067508698
13,random_event,space,2.26987099648
14,end_of_block,space,4.75613284111
15,random_event,space,3.67133712769
16,end_of_block,space,1.20201992989
17,random_event,space,1.88596105576
18,end_of_block,space,2.40326094627
19,random_event,space,1.76920080185
20,end_of_block,space,3.83819818497
21,random_event,space,1.71915793419
22,end_of_block,space,1.10185408592
23,random_event,space,1.56898212433
24,end_of_block,space,1.51892900467
25,random_event,space,1.13513088226
26,end_of_block,space,0.935190916061
27,random_event,space,0.851597070694
28,end_of_block,space,1.0517821312
29,random_event,space,0.484484910965
30,end_of_block,space,2.11969208717
31,random_event,space,0.267611980438
32,end_of_block,space,1.51902008057
33,random_event,space,0.718348026276
34,end_of_block,space,0.884963035583
35,random_event,space,0.350946903229
36,end_of_block,space,1.03511190414
37,end_of_experiment,space,0.467833995819
