,event,key,rt
0,instructions_0,space,11.1800808907
1,instructions_1,space,4.0883898735
2,instructions_2,space,31.8350269794
3,instructions_3,space,18.8041939735
4,instructions_4,space,28.4313709736
5,random_event,space,8.77683997154
6,end_of_block,space,8.39303803444
7,random_event,space,3.67129087448
8,end_of_block,space,4.63910388947
9,random_event,space,3.08738303185
10,end_of_block,space,8.87796807289
11,random_event,space,5.72449707985
12,end_of_block,space,5.14058899879
13,random_event,space,4.95708012581
14,end_of_block,space,4.12195682526
15,random_event,space,1.98607301712
16,end_of_block,space,1.95277810097
17,random_event,space,1.90265321732
18,end_of_block,space,2.43681907654
19,random_event,space,1.7691628933
20,end_of_block,space,5.82359790802
21,random_event,space,2.75360107422
22,end_of_block,space,2.31972503662
23,random_event,space,1.10180306435
24,end_of_block,space,3.48780107498
25,random_event,space,0.885092020035
26,end_of_block,space,1.45221185684
27,random_event,space,0.868296861649
28,end_of_block,space,1.95278978348
29,random_event,space,0.701396942139
30,end_of_block,space,1.41880512238
31,random_event,space,0.834905862808
32,end_of_block,space,1.31984806061
33,random_event,space,0.919513940811
34,end_of_block,space,1.26975703239
35,random_event,space,0.702509880066
36,end_of_block,space,1.41871118546
37,end_of_experiment,space,0.534582138062
