,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,1.0,False,1,p,++,--,1.45226192474,103.2,1129.2,1,1,109.0,-5.8,-8.0
1,1.0,False,1,p,++,--,1.01839113235,97.4,1123.4,2,2,109.0,-5.8,-6.5
2,0.0,False,1,q,++,--,0.868292093277,89.2,1115.2,3,3,109.0,-4.9,-8.2
3,1.0,False,1,p,++,--,0.551398992538,84.2,1110.2,4,4,109.0,-5.0,-8.7
4,1.0,False,1,p,++,--,0.719098091125,78.9,1104.9,5,5,109.0,-5.3,-7.7
5,1.0,False,1,p,++,--,0.634703159332,73.1,1099.1,6,6,109.0,-5.8,-6.9
6,1.0,False,1,p,++,--,0.467818975449,69.2,1095.2,7,7,109.0,-3.9,-6.5
7,1.0,False,1,p,++,--,0.417762994766,63.2,1089.2,8,8,109.0,-6.0,-8.1
8,1.0,False,1,p,++,--,0.467741966248,59.3,1085.3,9,9,109.0,-3.9,-6.7
9,1.0,False,1,p,++,--,0.351088047028,54.9,1080.9,10,10,109.0,-4.4,-6.3
10,1.0,False,1,p,++,--,0.351068019867,49.5,1075.5,11,11,109.0,-5.4,-6.2
11,1.0,False,1,p,++,--,0.367799043655,45.7,1071.7,12,12,109.0,-3.8,-7.8
12,1.0,False,1,p,++,--,0.351073026657,41.2,1067.2,13,13,109.0,-4.5,-6.5
13,1.0,False,1,p,++,--,0.401067018509,38.7,1064.7,14,14,109.0,-2.5,-7.3
14,1.0,False,1,p,++,--,0.268554925919,33.8,1059.8,15,15,109.0,-4.9,-5.2
15,1.0,False,1,p,++,--,0.334343910217,27.5,1053.5,16,16,109.0,-6.3,-5.4
16,0.0,False,1,q,++,--,0.317543029785,21.7,1047.7,17,17,109.0,-6.0,-5.8
17,0.0,False,1,q,++,--,0.334517002106,14.4,1040.4,18,18,109.0,-4.3,-7.3
18,1.0,False,1,p,++,--,0.300968885422,8.3,1034.3,19,19,109.0,-6.1,-7.2
19,1.0,False,1,p,++,--,0.267502069473,2.9,1028.9,20,20,109.0,-5.4,-7.1
20,1.0,False,2,p,--,+,0.618221998215,-107.1,921.8,21,1,-108.0,0.9,1.5
21,0.0,False,2,q,--,+,0.384413957596,-106.4,922.5,22,2,-108.0,1.2,0.7
22,0.0,False,2,q,--,+,0.30128288269,-105.5,923.4,23,3,-108.0,1.1,0.9
23,1.0,False,2,p,--,+,0.367714881897,-104.6,924.3,24,4,-108.0,0.9,1.1
24,1.0,False,2,p,--,+,0.367571115494,-103.4,925.5,25,5,-108.0,1.2,0.9
25,1.0,False,2,p,--,+,0.234149932861,-102.2,926.7,26,6,-108.0,1.2,1.0
26,1.0,False,2,p,--,+,0.40119600296,-100.9,928.0,27,7,-108.0,1.3,0.7
27,1.0,False,2,p,--,+,0.367796182632,-99.7,929.2,28,8,-108.0,1.2,0.9
28,1.0,False,2,p,--,+,0.267600059509,-98.3,930.6,29,9,-108.0,1.4,1.0
29,1.0,False,2,p,--,+,0.302083015442,-97.5,931.4,30,10,-108.0,0.8,0.8
30,0.0,False,2,q,--,+,0.284534931183,-96.6,932.3,31,11,-108.0,1.0,0.9
