,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,1.0,False,1,p,-,--,2.92064094543,-22.0,1004.0,1,1,-18.0,-4.0,-7.7
1,0.0,False,1,q,-,--,0.702723026276,-31.0,995.0,2,2,-18.0,-6.3,-9.0
2,1.0,False,1,p,-,--,0.701232910156,-37.0,989.0,3,3,-18.0,-6.0,-5.8
3,1.0,False,1,p,-,--,0.584554195404,-41.7,984.3,4,4,-18.0,-4.7,-6.4
4,1.0,False,1,p,-,--,0.651350021362,-47.0,979.0,5,5,-18.0,-5.3,-8.2
5,1.0,False,1,p,-,--,0.417923927307,-51.6,974.4,6,6,-18.0,-4.6,-7.6
6,1.0,False,1,p,-,--,0.434387922287,-57.4,968.6,7,7,-18.0,-5.8,-8.3
7,1.0,False,1,p,-,--,0.501111984253,-61.0,965.0,8,8,-18.0,-3.6,-4.6
8,1.0,False,1,p,-,--,0.534899950027,-66.7,959.3,9,9,-18.0,-5.7,-5.3
9,0.0,False,1,q,-,--,0.301120042801,-75.4,950.6,10,10,-18.0,-4.5,-8.7
10,1.0,False,1,p,-,--,0.334285974503,-79.0,947.0,11,11,-18.0,-3.6,-6.2
11,1.0,False,1,p,-,--,0.451256990433,-84.8,941.2,12,12,-18.0,-5.8,-5.8
12,1.0,False,1,p,-,--,0.384393930435,-90.5,935.5,13,13,-18.0,-5.7,-7.4
13,1.0,False,1,p,-,--,0.368057012558,-97.1,928.9,14,14,-18.0,-6.6,-7.1
14,1.0,False,1,p,-,--,1.03502988815,-102.1,923.9,15,15,-18.0,-5.0,-7.6
15,1.0,False,1,p,-,--,0.368712902069,-105.2,920.8,16,16,-18.0,-3.1,-9.2
16,1.0,False,1,p,-,--,0.434461832047,-109.8,916.2,17,17,-18.0,-4.6,-10.2
17,1.0,False,1,p,-,--,0.484707832336,-114.9,911.1,18,18,-18.0,-5.1,-5.8
18,1.0,False,1,p,-,--,0.334254980087,-120.9,905.1,19,19,-18.0,-6.0,-7.5
19,1.0,False,1,p,-,--,0.668031930923,-125.2,900.8,20,20,-18.0,-4.3,-7.4
20,0.0,False,2,q,++,+,1.00178003311,116.2,1017.0,21,1,115.0,1.0,1.2
21,0.0,False,2,q,++,+,0.401206970215,116.6,1017.4,22,2,115.0,1.1,0.4
22,1.0,False,2,p,++,+,0.33452796936,117.5,1018.3,23,3,115.0,0.9,1.0
23,0.0,False,2,q,++,+,0.301017045975,118.1,1018.9,24,4,115.0,1.5,0.6
24,0.0,False,2,q,++,+,0.301049947739,118.9,1019.7,25,5,115.0,0.9,0.8
25,1.0,False,2,p,++,+,0.285532951355,119.7,1020.5,26,6,115.0,0.8,0.9
26,1.0,False,2,p,++,+,0.317563056946,120.4,1021.2,27,7,115.0,0.7,0.8
27,0.0,False,2,q,++,+,0.30101108551,121.3,1022.1,28,8,115.0,1.1,0.9
28,0.0,False,2,q,++,+,0.284682035446,122.2,1023.0,29,9,115.0,1.1,0.9
29,1.0,False,2,p,++,+,0.417799949646,123.3,1024.1,30,10,115.0,1.1,1.2
30,1.0,False,2,p,++,+,0.28475689888,124.6,1025.4,31,11,115.0,1.3,0.8
31,1.0,False,2,p,++,+,0.317542076111,125.9,1026.7,32,12,115.0,1.3,1.1
32,1.0,False,2,p,++,+,0.668004989624,127.2,1028.0,33,13,115.0,1.3,1.0
33,1.0,False,2,p,++,+,0.350960016251,128.6,1029.4,34,14,115.0,1.4,1.1
34,1.0,False,2,p,++,+,0.618982791901,129.7,1030.5,35,15,115.0,1.1,0.9
35,1.0,False,2,p,++,+,0.317680120468,130.9,1031.7,36,16,115.0,1.2,0.9
36,1.0,False,2,p,++,+,0.5847260952,131.9,1032.7,37,17,115.0,1.0,0.8
37,1.0,False,2,p,++,+,0.43451499939,133.0,1033.8,38,18,115.0,1.1,0.8
38,1.0,False,2,p,++,+,0.684853076935,134.3,1035.1,39,19,115.0,1.3,0.9
39,1.0,False,2,p,++,+,0.501182079315,135.4,1036.2,40,20,115.0,1.1,1.0
40,1.0,True,3,q,+,--,0.684676170349,16.8,1053.0,41,1,19.7,-2.9,-5.1
41,1.0,True,3,q,+,--,0.534566164017,12.7,1048.9,42,2,19.7,-4.1,-8.2
42,1.0,True,3,q,+,--,0.76820898056,7.3,1043.5,43,3,19.7,-5.4,-8.8
43,1.0,True,3,q,+,--,0.53456401825,1.3,1037.5,44,4,19.7,-6.0,-6.5
44,1.0,True,3,q,+,--,0.684749126434,-3.6,1032.6,45,5,19.7,-4.9,-7.7
45,1.0,True,3,q,+,--,1.05173683167,-8.0,1028.2,46,6,19.7,-4.4,-7.2
46,1.0,True,3,q,+,--,0.28422999382,-13.7,1022.5,47,7,19.7,-5.7,-7.4
47,1.0,True,3,q,+,--,0.452115058899,-18.5,1017.7,48,8,19.7,-4.8,-6.6
48,1.0,True,3,q,+,--,0.451237916946,-24.3,1011.9,49,9,19.7,-5.8,-7.4
49,1.0,True,3,q,+,--,0.401204109192,-30.2,1006.0,50,10,19.7,-5.9,-5.2
50,1.0,True,3,q,+,--,0.284381151199,-35.0,1001.2,51,11,19.7,-4.8,-5.3
51,1.0,True,3,q,+,--,0.301212072372,-39.0,997.2,52,12,19.7,-4.0,-9.6
52,1.0,True,3,q,+,--,0.284351110458,-44.2,992.0,53,13,19.7,-5.2,-6.7
53,1.0,True,3,q,+,--,0.267712116241,-48.3,987.9,54,14,19.7,-4.1,-4.6
54,1.0,True,3,q,+,--,0.334368944168,-54.4,981.8,55,15,19.7,-6.1,-7.8
55,1.0,True,3,q,+,--,0.300950050354,-59.3,976.9,56,16,19.7,-4.9,-9.1
56,1.0,True,3,q,+,--,0.935083866119,-63.8,972.4,57,17,19.7,-4.5,-7.6
57,1.0,True,3,q,+,--,0.451070785522,-68.2,968.0,58,18,19.7,-4.4,-7.0
58,1.0,True,3,q,+,--,0.534623861313,-72.9,963.3,59,19,19.7,-4.7,-6.6
59,1.0,True,3,q,+,--,0.885088920593,-77.5,958.7,60,20,19.7,-4.6,-8.6
60,0.0,False,4,q,++,--,0.668036937714,113.4,1072.1,61,1,117.0,-5.5,-3.6
61,0.0,False,4,q,++,--,0.451150894165,105.2,1063.9,62,2,117.0,-5.5,-8.2
62,0.0,False,4,q,++,--,0.284348964691,98.5,1057.2,63,3,117.0,-4.6,-6.7
63,1.0,False,4,p,++,--,0.317639112473,96.2,1054.9,64,4,117.0,-2.3,-6.9
64,1.0,False,4,p,++,--,0.30119395256,90.2,1048.9,65,5,117.0,-6.0,-7.5
65,1.0,False,4,p,++,--,0.701602935791,85.9,1044.6,66,6,117.0,-4.3,-8.6
66,1.0,False,4,p,++,--,0.501231193542,79.8,1038.5,67,7,117.0,-6.1,-6.4
67,1.0,False,4,p,++,--,0.567831993103,76.5,1035.2,68,8,117.0,-3.3,-6.2
68,1.0,False,4,p,++,--,0.834782123566,70.2,1028.9,69,9,117.0,-6.3,-7.0
69,1.0,False,4,p,++,--,0.568042039871,67.8,1026.5,70,10,117.0,-2.4,-7.4
70,1.0,False,4,p,++,--,0.668046951294,62.7,1021.4,71,11,117.0,-5.1,-6.8
71,1.0,False,4,p,++,--,0.384366035461,59.0,1017.7,72,12,117.0,-3.7,-6.9
72,1.0,False,4,p,++,--,0.468086004257,54.5,1013.2,73,13,117.0,-4.5,-7.7
73,1.0,False,4,p,++,--,0.48444890976,48.2,1006.9,74,14,117.0,-6.3,-7.0
74,1.0,False,4,p,++,--,0.734703063965,42.0,1000.7,75,15,117.0,-6.2,-6.7
75,1.0,False,4,p,++,--,0.584637880325,36.0,994.7,76,16,117.0,-6.0,-7.9
76,1.0,False,4,p,++,--,0.534583091736,33.5,992.2,77,17,117.0,-2.5,-6.3
77,1.0,False,4,p,++,--,0.734735965729,27.0,985.7,78,18,117.0,-6.5,-7.1
78,1.0,False,4,p,++,--,0.768246889114,23.3,982.0,79,19,117.0,-3.7,-4.9
79,1.0,False,4,p,++,--,0.801708936691,18.1,976.8,80,20,117.0,-5.2,-8.4
80,0.0,False,5,q,-,+,0.785094022751,-18.1,958.7,81,1,-18.9,1.3,0.8
81,1.0,False,5,p,-,+,0.384587049484,-17.2,959.6,82,2,-18.9,0.9,1.0
82,1.0,False,5,p,-,+,0.300972938538,-16.2,960.6,83,3,-18.9,1.0,0.8
83,1.0,False,5,p,-,+,0.401074886322,-15.1,961.7,84,4,-18.9,1.1,1.1
84,1.0,False,5,p,-,+,0.551352024078,-14.2,962.6,85,5,-18.9,0.9,0.7
85,1.0,False,5,p,-,+,0.684739112854,-13.2,963.6,86,6,-18.9,1.0,0.9
86,1.0,False,5,p,-,+,0.601435899734,-12.3,964.5,87,7,-18.9,0.9,1.2
87,0.0,False,5,q,-,+,0.301327943802,-11.6,965.2,88,8,-18.9,1.5,0.7
88,1.0,False,5,p,-,+,0.284419059753,-10.6,966.2,89,9,-18.9,1.0,0.8
89,1.0,False,5,p,-,+,0.351123094559,-9.3,967.5,90,10,-18.9,1.3,1.1
90,1.0,False,5,p,-,+,0.585134029388,-8.1,968.7,91,11,-18.9,1.2,0.8
91,1.0,False,5,p,-,+,1.56938815117,-7.1,969.7,92,12,-18.9,1.0,1.0
92,1.0,False,5,p,-,+,0.451272010803,-5.9,970.9,93,13,-18.9,1.2,0.7
93,1.0,False,5,p,-,+,0.434647083282,-5.1,971.7,94,14,-18.9,0.8,0.8
94,1.0,False,5,p,-,+,0.284353971481,-3.9,972.9,95,15,-18.9,1.2,0.7
95,1.0,False,5,p,-,+,0.451178073883,-3.1,973.7,96,16,-18.9,0.8,1.0
96,1.0,False,5,p,-,+,0.267622947693,-1.6,975.2,97,17,-18.9,1.5,0.8
97,1.0,False,5,p,-,+,0.351161003113,-0.4,976.4,98,18,-18.9,1.2,0.9
98,1.0,False,5,p,-,+,0.334466934204,0.5,977.3,99,19,-18.9,0.9,0.8
99,1.0,False,5,p,-,+,0.451180934906,1.7,978.5,100,20,-18.9,1.2,0.9
100,0.0,True,6,p,--,+,1.38571476936,-118.9,859.6,101,1,-120.0,1.2,1.1
101,0.0,True,6,p,--,+,0.551270961761,-118.0,860.5,102,2,-120.0,0.8,0.9
102,0.0,True,6,p,--,+,0.534853935242,-117.3,861.2,103,3,-120.0,1.0,0.7
103,0.0,True,6,p,--,+,0.351076126099,-116.3,862.2,104,4,-120.0,1.4,1.0
104,1.0,True,6,q,--,+,0.334275007248,-115.4,863.1,105,5,-120.0,0.9,1.0
105,0.0,True,6,p,--,+,0.267756938934,-114.9,863.6,106,6,-120.0,1.0,0.5
106,1.0,True,6,q,--,+,0.367717981339,-113.9,864.6,107,7,-120.0,1.0,0.9
107,1.0,True,6,q,--,+,0.284625053406,-113.1,865.4,108,8,-120.0,0.8,1.0
108,0.0,True,6,p,--,+,0.351221084595,-112.0,866.5,109,9,-120.0,1.1,1.1
109,0.0,True,6,p,--,+,0.784984111786,-111.0,867.5,110,10,-120.0,1.1,1.0
110,1.0,True,6,q,--,+,0.367787837982,-110.3,868.2,111,11,-120.0,0.7,0.9
111,0.0,True,6,p,--,+,0.301050901413,-109.4,869.1,112,12,-120.0,1.6,0.9
112,1.0,True,6,q,--,+,0.501296043396,-108.5,870.0,113,13,-120.0,0.9,1.0
113,0.0,True,6,p,--,+,0.267414093018,-107.9,870.6,114,14,-120.0,0.8,0.6
114,0.0,True,6,p,--,+,0.317767858505,-107.1,871.4,115,15,-120.0,1.2,0.8
115,0.0,True,6,p,--,+,0.300901174545,-106.3,872.2,116,16,-120.0,1.5,0.8
116,1.0,True,6,q,--,+,0.284238100052,-105.1,873.4,117,17,-120.0,1.2,1.1
117,1.0,True,6,q,--,+,0.267571926117,-104.1,874.4,118,18,-120.0,1.0,0.9
118,1.0,True,6,q,--,+,0.351356983185,-103.0,875.5,119,19,-120.0,1.1,1.0
119,1.0,True,6,q,--,+,0.617889165878,-101.6,876.9,120,20,-120.0,1.4,0.5
120,0.0,True,7,p,-,-,0.384294986725,-22.9,854.0,121,1,-22.1,-0.6,-0.8
121,1.0,True,7,q,-,-,0.634750843048,-24.1,852.8,122,2,-22.1,-1.2,-1.0
122,1.0,True,7,q,-,-,0.334523200989,-25.1,851.8,123,3,-22.1,-1.0,-0.9
