,event,key,rt
0,instructions_0,space,8.39370679855
1,instructions_1,space,10.3118619919
2,instructions_2,space,15.9012560844
3,instructions_3,space,16.118090868
4,instructions_4,space,21.7241430283
5,random_event,space,5.28999114037
6,end_of_block,space,6.05720591545
7,random_event,space,4.02162909508
8,end_of_block,space,5.47326207161
9,random_event,space,5.62359309196
10,end_of_block,space,5.33973312378
11,random_event,space,4.23855900764
12,end_of_block,space,7.05815720558
13,random_event,space,1.43537688255
14,end_of_block,space,3.68795919418
15,random_event,space,2.16966795921
16,end_of_block,space,3.05395483971
17,random_event,space,4.70575809479
18,end_of_block,space,3.50439095497
19,random_event,space,6.2907500267
20,end_of_block,space,3.13739490509
21,random_event,space,3.05390501022
22,end_of_block,space,2.98733210564
23,random_event,space,1.41935491562
24,end_of_block,space,6.44096517563
25,random_event,space,1.81946086884
26,end_of_block,space,2.01949191093
27,random_event,space,3.98825502396
28,end_of_block,space,6.30741691589
29,random_event,space,3.20409989357
30,end_of_block,space,3.60450601578
31,random_event,space,1.33536696434
32,end_of_block,space,2.31985807419
33,random_event,space,1.20197200775
34,end_of_block,space,2.90400099754
35,random_event,space,1.18529987335
36,end_of_block,space,7.75888514519
37,end_of_experiment,space,2.51997494698
