,event,key,rt
0,instructions_0,space,17.7539899349
1,instructions_1,space,19.9056389332
2,instructions_2,space,27.0799088478
3,instructions_3,space,33.1864759922
4,instructions_4,space,49.2204170227
5,random_event,space,7.95920300484
6,end_of_block,space,6.64113402367
7,random_event,space,1.20207285881
8,end_of_block,space,3.65460205078
9,random_event,space,4.72246384621
10,end_of_block,space,2.82041406631
11,random_event,space,1.41880893707
12,end_of_block,space,3.28750491142
13,random_event,space,1.66915416718
14,end_of_block,space,1.48569393158
15,random_event,space,1.88621997833
16,end_of_block,space,5.30631518364
17,random_event,space,1.73594808578
18,end_of_block,space,3.00408101082
19,random_event,space,1.76918792725
20,end_of_block,space,1.33571314812
21,random_event,space,1.6359667778
22,end_of_block,space,2.4871609211
23,random_event,space,1.81919288635
24,end_of_block,space,3.2376101017
25,random_event,space,0.868236064911
26,end_of_block,space,4.63903999329
27,random_event,space,1.31878495216
28,end_of_block,space,1.60249209404
29,random_event,space,3.6545920372
30,end_of_block,space,4.48882198334
31,random_event,space,0.634476900101
32,end_of_block,space,2.53658294678
33,random_event,space,3.68800902367
34,end_of_block,space,1.76906514168
35,random_event,space,0.851639032364
36,end_of_block,space,0.884980201721
37,end_of_experiment,space,0.634688138962
