,event,key,rt
0,instructions_0,space,20.1566579342
1,instructions_1,space,14.0160460472
2,instructions_2,space,25.9953560829
3,instructions_3,space,23.5760700703
4,instructions_4,space,29.9828789234
5,random_event,space,9.16083192825
6,end_of_block,space,8.27628111839
7,random_event,space,4.17184495926
8,end_of_block,space,6.34108400345
9,random_event,space,6.15739488602
10,end_of_block,space,5.13958597183
11,random_event,space,3.2877368927
12,end_of_block,space,4.43887090683
13,random_event,space,3.0039191246
14,end_of_block,space,2.92067885399
15,random_event,space,2.03629803658
16,end_of_block,space,3.98846697807
17,random_event,space,2.93718600273
18,end_of_block,space,5.13956093788
19,random_event,space,4.75584101677
20,end_of_block,space,4.4557390213
21,random_event,space,1.96942305565
22,end_of_block,space,2.7703359127
23,random_event,space,3.17125797272
24,end_of_block,space,5.42327594757
25,random_event,space,3.37099790573
26,end_of_block,space,4.3054049015
27,random_event,space,2.28636407852
28,end_of_block,space,4.78916692734
29,random_event,space,2.93726086617
30,end_of_block,space,3.35425496101
31,random_event,space,2.36985397339
32,end_of_block,space,2.72026610374
33,random_event,space,1.83594202995
34,end_of_block,space,2.15290808678
35,random_event,space,3.40423321724
36,end_of_block,space,1.90270090103
37,end_of_experiment,space,5.37323999405
