,event,key,rt
0,instructions_0,space,17.2701661587
1,instructions_1,space,20.5729789734
2,instructions_2,space,36.3399720192
3,instructions_3,space,30.0328931808
4,instructions_4,space,39.4933040142
5,random_event,space,10.7291460037
6,end_of_block,space,7.94246292114
7,random_event,space,6.67456507683
8,end_of_block,space,11.4129581451
9,random_event,space,6.94169688225
10,end_of_block,space,5.60665798187
11,random_event,space,7.89277505875
12,end_of_block,space,7.29175615311
13,random_event,space,7.32523608208
14,end_of_block,space,5.8571600914
15,random_event,space,6.12389683723
16,end_of_block,space,5.07289791107
17,random_event,space,5.38988399506
18,end_of_block,space,8.30957198143
19,random_event,space,8.71009302139
20,end_of_block,space,4.30521702766
21,random_event,space,5.69018888474
22,end_of_block,space,3.70463395119
23,random_event,space,6.54108381271
24,end_of_block,space,5.9070379734
25,random_event,space,4.38883018494
26,end_of_block,space,3.33761000633
27,random_event,space,5.43987584114
28,end_of_block,space,4.30528593063
29,random_event,space,5.23980498314
30,end_of_block,space,5.4899289608
31,random_event,space,4.23878192902
32,end_of_block,space,2.40325498581
33,random_event,space,2.06956100464
34,end_of_block,space,5.32291388512
35,random_event,space,4.20512795448
36,end_of_block,space,2.43665003777
37,end_of_experiment,space,7.32517290115
