,event,key,rt
0,instructions_0,space,104.781388998
1,instructions_1,space,5.89033913612
2,instructions_2,space,18.871432066
3,instructions_3,space,18.4542429447
4,instructions_4,space,21.4073369503
5,random_event,space,5.10658192635
6,end_of_block,space,7.04207110405
7,random_event,space,5.49007320404
8,end_of_block,space,5.75720095634
9,random_event,space,2.62011098862
10,end_of_block,space,4.42212986946
11,random_event,space,2.65356779099
12,end_of_block,space,2.40326309204
13,random_event,space,1.63569307327
14,end_of_block,space,1.91958999634
15,random_event,space,3.08735585213
16,end_of_block,space,1.18523192406
17,random_event,space,1.26885294914
18,end_of_block,space,3.00395798683
19,random_event,space,1.78616595268
20,end_of_block,space,2.72024798393
21,random_event,space,1.88602399826
22,end_of_block,space,2.1530020237
23,random_event,space,1.75246810913
24,end_of_block,space,2.85370111465
25,random_event,space,2.13627886772
26,end_of_block,space,2.85392904282
27,random_event,space,1.50233602524
28,end_of_block,space,4.23845791817
29,random_event,space,2.15300607681
30,end_of_block,space,1.80272698402
31,random_event,space,3.72133207321
32,end_of_block,space,2.73693799973
33,random_event,space,2.8203690052
34,end_of_block,space,2.21997404099
35,random_event,space,3.23749685287
36,end_of_block,space,1.85257196426
37,end_of_experiment,space,5.17290306091
