,event,key,rt
0,instructions_0,space,63.0859980583
1,instructions_1,space,4.30528593063
2,instructions_2,space,40.010379076
3,instructions_3,space,35.005053997
4,instructions_4,space,48.4027938843
5,random_event,space,9.57768392563
6,end_of_block,space,10.3285019398
7,random_event,space,14.2662351131
8,end_of_block,space,6.60780501366
9,random_event,space,5.77360606194
10,end_of_block,space,21.056645155
11,random_event,space,5.02277803421
12,end_of_block,space,8.40971803665
13,random_event,space,6.50768899918
14,end_of_block,space,5.37321090698
15,random_event,space,4.52214694023
16,end_of_block,space,3.55470991135
17,random_event,space,3.08730483055
18,end_of_block,space,1.7527320385
19,random_event,space,2.65345883369
20,end_of_block,space,9.81127786636
21,random_event,space,2.30345702171
22,end_of_block,space,2.98725485802
23,random_event,space,3.15430283546
24,end_of_block,space,2.38668513298
25,random_event,space,2.06956386566
26,end_of_block,space,2.43651819229
27,random_event,space,1.56895279884
28,end_of_block,space,3.5544860363
29,random_event,space,3.72128605843
30,end_of_block,space,1.93612408638
31,random_event,space,4.60563611984
32,end_of_block,space,2.48672986031
33,random_event,space,2.65361380577
34,end_of_block,space,2.75363898277
35,random_event,space,2.68679904938
36,end_of_block,space,2.75357198715
37,end_of_experiment,space,2.80363917351
