,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,0.0,True,1,p,--,++,0.317906141281,-118.6,907.4,1,1,-124.0,6.4,5.4
1,1.0,True,1,q,--,++,0.651300907135,-112.5,913.5,2,2,-124.0,6.1,4.5
2,0.0,True,1,p,--,++,0.768060922623,-105.8,920.2,3,3,-124.0,6.7,6.7
3,1.0,True,1,q,--,++,0.584568977356,-99.5,926.5,4,4,-124.0,6.3,4.0
4,0.0,True,1,p,--,++,0.53457903862,-93.6,932.4,5,5,-124.0,4.8,5.9
5,1.0,True,1,q,--,++,0.384585142136,-85.4,940.6,6,6,-124.0,8.2,3.1
6,0.0,True,1,p,--,++,0.40105009079,-77.7,948.3,7,7,-124.0,7.9,7.7
7,1.0,True,1,q,--,++,0.501147985458,-69.8,956.2,8,8,-124.0,7.9,6.5
8,0.0,True,1,p,--,++,0.267548084259,-63.5,962.5,9,9,-124.0,8.9,6.3
9,1.0,True,1,q,--,++,0.368669986725,-55.6,970.4,10,10,-124.0,7.9,5.6
10,1.0,True,1,q,--,++,0.301177024841,-48.9,977.1,11,11,-124.0,6.7,5.9
11,0.0,True,1,p,--,++,0.518064022064,-42.9,983.1,12,12,-124.0,5.3,6.0
12,1.0,True,1,q,--,++,0.267599105835,-35.6,990.4,13,13,-124.0,7.3,6.3
13,0.0,True,1,p,--,++,0.267644166946,-29.5,996.5,14,14,-124.0,6.3,6.1
14,1.0,True,1,q,--,++,0.60132598877,-23.8,1002.2,15,15,-124.0,5.7,4.6
15,1.0,True,1,q,--,++,0.28432393074,-16.8,1009.2,16,16,-124.0,7.0,5.2
16,0.0,True,1,p,--,++,0.401277065277,-14.0,1012.0,17,17,-124.0,8.0,2.8
17,1.0,True,1,q,--,++,0.484563112259,-7.1,1018.9,18,18,-124.0,6.9,6.7
18,1.0,True,1,q,--,++,0.467842102051,0.8,1026.8,19,19,-124.0,7.9,5.2
19,0.0,True,1,p,--,++,0.201099872589,7.2,1033.2,20,20,-124.0,7.4,6.4
20,1.0,False,2,p,+,-,0.551169157028,20.1,1053.3,21,1,20.8,-0.7,-0.9
21,0.0,False,2,q,+,-,0.301184177399,19.0,1052.2,22,2,20.8,-0.6,-1.1
22,1.0,False,2,p,+,-,0.250966072083,18.0,1051.2,23,3,20.8,-1.0,-1.2
23,0.0,False,2,q,+,-,0.167541980743,17.2,1050.4,24,4,20.8,-0.9,-0.8
24,1.0,False,2,p,+,-,0.284219026566,16.5,1049.7,25,5,20.8,-0.7,-1.1
25,0.0,False,2,q,+,-,0.250929832458,15.6,1048.8,26,6,20.8,-0.9,-0.9
26,1.0,False,2,p,+,-,0.451355934143,14.5,1047.7,27,7,20.8,-1.1,-1.0
27,0.0,False,2,q,+,-,0.267642974854,13.3,1046.5,28,8,20.8,-0.8,-1.2
28,0.0,False,2,q,+,-,0.284367084503,12.1,1045.3,29,9,20.8,-0.5,-1.2
29,1.0,False,2,p,+,-,0.234180927277,11.5,1044.7,30,10,20.8,-0.6,-1.1
30,1.0,False,2,p,+,-,0.467789888382,10.7,1043.9,31,11,20.8,-0.8,-1.0
31,1.0,False,2,p,+,-,0.435584068298,9.4,1042.6,32,12,20.8,-1.3,-1.2
32,0.0,False,2,q,+,-,0.251167058945,8.2,1041.4,33,13,20.8,-1.1,-1.2
33,1.0,False,2,p,+,-,0.3343501091,7.3,1040.5,34,14,20.8,-0.9,-1.1
34,0.0,False,2,q,+,-,0.300961017609,6.4,1039.6,35,15,20.8,-0.6,-0.9
35,1.0,False,2,p,+,-,0.317500829697,5.3,1038.5,36,16,20.8,-1.1,-1.0
36,0.0,False,2,q,+,-,0.351083040237,4.4,1037.6,37,17,20.8,-1.3,-0.9
37,1.0,False,2,p,+,-,0.618052005768,3.3,1036.5,38,18,20.8,-1.1,-1.3
38,0.0,False,2,q,+,-,0.234321117401,2.2,1035.4,39,19,20.8,-1.0,-1.1
39,1.0,False,2,p,+,-,0.351035118103,1.1,1034.3,40,20,20.8,-1.1,-0.8
40,0.0,True,3,p,++,--,0.685627222061,123.1,1157.4,41,1,131.0,-6.8,-7.9
41,1.0,True,3,q,++,--,0.384398937225,117.4,1151.7,42,2,131.0,-5.7,-6.5
42,0.0,True,3,p,++,--,0.267949104309,110.1,1144.4,43,3,131.0,-4.8,-7.3
43,0.0,True,3,p,++,--,0.634849071503,101.4,1135.7,44,4,131.0,-5.8,-8.7
44,1.0,True,3,q,++,--,0.251147031784,96.6,1130.9,45,5,131.0,-4.8,-7.3
45,0.0,True,3,p,++,--,0.267486095428,88.2,1122.5,46,6,131.0,-3.9,-8.4
46,1.0,True,3,q,++,--,0.250935077667,81.8,1116.1,47,7,131.0,-6.4,-7.4
47,1.0,True,3,q,++,--,0.284373998642,78.9,1113.2,48,8,131.0,-2.9,-7.0
48,1.0,True,3,q,++,--,0.284602880478,72.2,1106.5,49,9,131.0,-6.7,-8.2
49,1.0,True,3,q,++,--,0.30094408989,65.8,1100.1,50,10,131.0,-6.4,-7.7
50,0.0,True,3,p,++,--,0.384665966034,59.1,1093.4,51,11,131.0,-7.9,-6.7
51,1.0,True,3,q,++,--,0.28444314003,50.5,1084.8,52,12,131.0,-8.6,-7.7
52,0.0,True,3,p,++,--,0.235244989395,44.0,1078.3,53,13,131.0,-3.8,-6.5
