,event,key,rt
0,instructions_0,space,5.95787191391
1,instructions_1,space,16.1179699898
2,instructions_2,space,16.2848689556
3,instructions_3,space,14.8171679974
4,instructions_4,space,18.4872300625
5,random_event,space,5.57341599464
6,end_of_block,space,3.80476498604
7,random_event,space,3.871560812
8,end_of_block,space,3.93815088272
9,random_event,space,3.3543639183
10,end_of_block,space,2.87045192719
11,random_event,space,2.58723306656
12,end_of_block,space,2.73698782921
13,random_event,space,5.5401070118
14,end_of_block,space,2.75364899635
15,random_event,space,2.35321497917
16,end_of_block,space,1.75244402885
17,random_event,space,2.03650593758
18,end_of_block,space,0.852005958557
19,random_event,space,1.75248885155
20,end_of_block,space,2.63686108589
21,random_event,space,2.63680887222
22,end_of_block,space,2.46999788284
23,random_event,space,1.90292882919
24,end_of_block,space,0.768232822418
25,random_event,space,1.10205197334
26,end_of_block,space,1.03523612022
27,random_event,space,2.15290689468
28,end_of_block,space,0.935127019882
29,random_event,space,1.46895503998
30,end_of_block,space,0.951969146729
31,random_event,space,1.05182099342
32,end_of_block,space,0.868254899979
33,random_event,space,2.03650307655
34,end_of_block,space,2.25301384926
35,random_event,space,4.95597696304
36,end_of_block,space,1.23537516594
37,end_of_experiment,space,1.23543787003
