,event,key,rt
0,instructions_0,space,16.9530849457
1,instructions_1,space,22.7751951218
2,instructions_2,space,18.904433012
3,instructions_3,space,24.6272339821
4,instructions_4,space,28.648337841
5,random_event,space,6.25743794441
6,end_of_block,space,5.45651602745
7,random_event,space,5.27311396599
8,end_of_block,space,4.48888301849
9,random_event,space,3.75459480286
10,end_of_block,space,3.45453500748
11,random_event,space,4.03838300705
12,end_of_block,space,3.13751602173
13,random_event,space,4.47216200829
14,end_of_block,space,3.98839998245
15,random_event,space,3.05384206772
16,end_of_block,space,3.75468802452
17,random_event,space,2.6201300621
18,end_of_block,space,5.42310500145
19,random_event,space,2.06980800629
20,end_of_block,space,3.12062811852
21,random_event,space,1.85267996788
22,end_of_block,space,2.73693799973
23,random_event,space,1.8859500885
24,end_of_block,space,2.77033400536
25,random_event,space,1.40216994286
26,end_of_block,space,2.52002811432
27,random_event,space,1.51907587051
28,end_of_block,space,3.13746809959
29,random_event,space,1.43543696404
30,end_of_block,space,1.96964812279
31,random_event,space,1.88591098785
32,end_of_block,space,2.70397281647
33,random_event,space,1.65239691734
34,end_of_block,space,2.40345287323
35,random_event,space,1.68604397774
36,end_of_block,space,1.31872177124
37,end_of_experiment,space,5.85692596436
