,event,key,rt
0,instructions_0,space,9.87870693207
1,instructions_1,space,12.0804138184
2,instructions_2,space,13.8155810833
3,instructions_3,space,6.42421293259
4,instructions_4,space,10.7124209404
5,random_event,space,3.43778395653
6,end_of_block,space,4.65590882301
7,random_event,space,2.35327291489
8,end_of_block,space,2.90380096436
9,random_event,space,4.63888597488
10,end_of_block,space,1.13519001007
11,random_event,space,2.45320391655
12,end_of_block,space,1.31888103485
13,random_event,space,1.4354929924
14,end_of_block,space,1.85274100304
15,random_event,space,1.38549113274
16,end_of_block,space,1.5855820179
17,random_event,space,1.55237197876
18,end_of_block,space,1.63672399521
19,random_event,space,1.6368470192
20,end_of_block,space,1.56984710693
21,random_event,space,0.502147912979
22,end_of_block,space,1.75333499908
23,random_event,space,0.76908493042
24,end_of_block,space,1.63559103012
25,random_event,space,0.701272010803
26,end_of_block,space,2.02062988281
27,random_event,space,0.668966054916
28,end_of_block,space,1.26864004135
29,random_event,space,1.48548698425
30,end_of_block,space,1.31888890266
31,random_event,space,3.93829298019
32,end_of_block,space,1.3186480999
33,random_event,space,0.317683935165
34,end_of_block,space,1.18523716927
35,random_event,space,0.117279052734
36,end_of_block,space,5.7568860054
37,end_of_experiment,space,0.401047945023
