,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,1.0,True,1,q,--,--,0.968400001526,-132.2,893.8,1,1,-128.0,-4.2,-6.6
1,0.0,True,1,p,--,--,0.8683822155,-137.3,888.7,2,2,-128.0,-3.0,-5.1
2,0.0,True,1,p,--,--,0.567922830582,-145.0,881.0,3,3,-128.0,-4.3,-7.7
3,0.0,True,1,p,--,--,0.567970991135,-152.0,874.0,4,4,-128.0,-6.5,-7.0
4,0.0,True,1,p,--,--,0.517924070358,-160.7,865.3,5,5,-128.0,-7.7,-8.7
5,1.0,True,1,q,--,--,0.551509857178,-166.2,859.8,6,6,-128.0,-5.5,-6.5
6,1.0,True,1,q,--,--,0.851531982422,-171.8,854.2,7,7,-128.0,-5.6,-8.4
7,1.0,True,1,q,--,--,0.584681987762,-174.6,851.4,8,8,-128.0,-2.8,-7.2
8,1.0,True,1,q,--,--,0.48459982872,-178.0,848.0,9,9,-128.0,-3.4,-7.2
9,1.0,True,1,q,--,--,0.401105880737,-183.5,842.5,10,10,-128.0,-5.5,-7.4
10,1.0,True,1,q,--,--,0.584734916687,-189.6,836.4,11,11,-128.0,-6.1,-7.4
11,1.0,True,1,q,--,--,0.551285982132,-194.7,831.3,12,12,-128.0,-5.1,-7.9
12,1.0,True,1,q,--,--,0.284299135208,-199.2,826.8,13,13,-128.0,-4.5,-7.3
13,1.0,True,1,q,--,--,0.368882894516,-203.6,822.4,14,14,-128.0,-4.4,-7.7
14,1.0,True,1,q,--,--,0.301044225693,-208.7,817.3,15,15,-128.0,-5.1,-7.6
15,1.0,True,1,q,--,--,0.251226186752,-213.0,813.0,16,16,-128.0,-4.3,-6.3
16,1.0,True,1,q,--,--,0.351008176804,-218.1,807.9,17,17,-128.0,-5.1,-6.4
17,1.0,True,1,q,--,--,0.517838954926,-222.3,803.7,18,18,-128.0,-4.2,-9.1
18,1.0,True,1,q,--,--,0.267570972443,-227.1,798.9,19,19,-128.0,-4.8,-7.7
19,1.0,True,1,q,--,--,0.334459066391,-232.0,794.0,20,20,-128.0,-4.9,-8.0
20,1.0,True,2,q,++,-,0.751442909241,122.0,916.0,21,1,123.0,-1.0,-1.1
21,1.0,True,2,q,++,-,0.234290122986,121.0,915.0,22,2,123.0,-1.0,-1.2
22,1.0,True,2,q,++,-,0.284190893173,119.7,913.7,23,3,123.0,-1.3,-0.9
23,1.0,True,2,q,++,-,0.234374046326,118.8,912.8,24,4,123.0,-0.9,-1.2
24,0.0,True,2,p,++,-,0.250965118408,117.8,911.8,25,5,123.0,-1.1,-1.0
25,1.0,True,2,q,++,-,0.300987005234,117.2,911.2,26,6,123.0,-0.6,-1.1
26,0.0,True,2,p,++,-,0.250965118408,116.2,910.2,27,7,123.0,-0.9,-1.0
27,0.0,True,2,p,++,-,0.385338783264,114.9,908.9,28,8,123.0,-0.8,-1.3
28,0.0,True,2,p,++,-,0.250936985016,113.9,907.9,29,9,123.0,-0.9,-1.0
29,0.0,True,2,p,++,-,0.301223993301,112.9,906.9,30,10,123.0,-0.9,-1.0
30,1.0,True,2,q,++,-,0.33442401886,111.6,905.6,31,11,123.0,-1.3,-0.8
31,1.0,True,2,q,++,-,0.301995992661,110.7,904.7,32,12,123.0,-0.9,-1.2
32,1.0,True,2,q,++,-,0.384681940079,109.8,903.8,33,13,123.0,-0.9,-0.6
33,0.0,True,2,p,++,-,0.367829084396,108.5,902.5,34,14,123.0,-0.9,-1.3
34,1.0,True,2,q,++,-,0.434502124786,107.6,901.6,35,15,123.0,-0.9,-1.0
35,1.0,True,2,q,++,-,0.300928115845,107.0,901.0,36,16,123.0,-0.6,-1.2
36,1.0,True,2,q,++,-,0.517841815948,106.1,900.1,37,17,123.0,-0.9,-1.0
37,1.0,True,2,q,++,-,0.250832796097,105.0,899.0,38,18,123.0,-1.1,-0.9
38,1.0,True,2,q,++,-,0.25083899498,103.9,897.9,39,19,123.0,-1.1,-0.9
39,0.0,True,2,p,++,-,0.234180927277,102.7,896.7,40,20,123.0,-1.0,-1.2
40,1.0,False,3,p,-,-,1.01837897301,-21.0,875.7,41,1,-20.0,-1.0,-1.1
41,1.0,False,3,p,-,-,0.43439078331,-21.4,875.3,42,2,-20.0,-0.4,-1.0
42,1.0,False,3,p,-,-,0.484673976898,-22.4,874.3,43,3,-20.0,-1.0,-1.0
43,1.0,False,3,p,-,-,0.401020050049,-23.3,873.4,44,4,-20.0,-0.9,-1.1
44,1.0,False,3,p,-,-,0.284263134003,-24.1,872.6,45,5,-20.0,-0.8,-1.0
45,1.0,False,3,p,-,-,0.350961923599,-25.2,871.5,46,6,-20.0,-1.1,-1.2
46,1.0,False,3,p,-,-,0.501402139664,-26.2,870.5,47,7,-20.0,-1.0,-1.0
47,1.0,False,3,p,-,-,0.334092140198,-27.4,869.3,48,8,-20.0,-1.2,-1.3
48,1.0,False,3,p,-,-,0.33527803421,-28.3,868.4,49,9,-20.0,-0.9,-1.3
49,1.0,False,3,p,-,-,0.451109170914,-29.1,867.6,50,10,-20.0,-0.8,-1.0
50,1.0,False,3,p,-,-,0.351027011871,-30.2,866.5,51,11,-20.0,-1.1,-0.8
51,0.0,False,3,q,-,-,0.334563016891,-31.2,865.5,52,12,-20.0,-0.7,-1.0
52,0.0,False,3,q,-,-,0.351042032242,-32.3,864.4,53,13,-20.0,-0.9,-1.1
53,1.0,False,3,p,-,-,0.384433031082,-33.3,863.4,54,14,-20.0,-1.0,-1.0
54,1.0,False,3,p,-,-,0.401088953018,-33.9,862.8,55,15,-20.0,-0.6,-1.3
55,1.0,False,3,p,-,-,0.334649801254,-34.9,861.8,56,16,-20.0,-1.0,-1.2
56,1.0,False,3,p,-,-,0.284157991409,-35.5,861.2,57,17,-20.0,-0.6,-1.3
57,1.0,False,3,p,-,-,0.434479951859,-36.3,860.4,58,18,-20.0,-0.8,-1.2
58,1.0,False,3,p,-,-,0.351229906082,-37.4,859.3,59,19,-20.0,-1.1,-1.1
59,1.0,False,3,p,-,-,0.284183979034,-38.3,858.4,60,20,-20.0,-0.9,-1.0
60,0.0,True,4,p,++,-,0.768055915833,118.4,976.8,61,1,119.0,-0.8,-0.6
