,event,key,rt
0,instructions_0,space,15.8522582054
1,instructions_1,space,16.5857069492
2,instructions_2,space,27.4477629662
3,instructions_3,space,23.1429409981
4,instructions_4,space,43.4153740406
5,random_event,space,6.95856904984
6,end_of_block,space,9.845225811
7,random_event,space,5.8738090992
8,end_of_block,space,5.64033007622
9,random_event,space,7.77601003647
10,end_of_block,space,3.52121710777
11,random_event,space,2.58683013916
12,end_of_block,space,3.92150092125
13,random_event,space,3.67115402222
14,end_of_block,space,3.02081799507
15,random_event,space,1.2020149231
16,end_of_block,space,2.6869430542
17,random_event,space,2.20298910141
18,end_of_block,space,3.07097291946
19,random_event,space,1.46891093254
20,end_of_block,space,9.14412498474
21,random_event,space,2.48676300049
22,end_of_block,space,1.96953105927
23,random_event,space,1.60233402252
24,end_of_block,space,3.08763098717
25,random_event,space,1.36880397797
26,end_of_block,space,1.96953988075
27,random_event,space,1.41883897781
28,end_of_block,space,1.9361140728
29,random_event,space,1.20199203491
30,end_of_block,space,1.7692399025
31,random_event,space,1.31880688667
32,end_of_block,space,1.41882300377
33,random_event,space,2.30320906639
34,end_of_block,space,1.88624310493
35,random_event,space,1.55226802826
36,end_of_block,space,2.2365860939
37,end_of_experiment,space,1.11855101585
