,event,key,rt
0,instructions_0,space,14.8175489902
1,instructions_1,space,15.683396101
2,instructions_2,space,22.9087951183
3,instructions_3,space,18.8710420132
4,instructions_4,space,25.6784789562
5,random_event,space,7.02489495277
6,end_of_block,space,6.99187684059
7,random_event,space,3.93836402893
8,end_of_block,space,7.72583389282
9,random_event,space,4.03851222992
10,end_of_block,space,4.13844394684
11,random_event,space,4.05536103249
12,end_of_block,space,2.45333600044
13,random_event,space,2.87043714523
14,end_of_block,space,3.52131891251
15,random_event,space,2.92051196098
16,end_of_block,space,4.55585312843
17,random_event,space,1.96985197067
18,end_of_block,space,4.92273402214
19,random_event,space,2.41996192932
20,end_of_block,space,2.35333395004
21,random_event,space,3.62141704559
22,end_of_block,space,2.50364589691
23,random_event,space,2.36993408203
24,end_of_block,space,1.91966795921
25,random_event,space,1.91944909096
26,end_of_block,space,3.80499601364
27,random_event,space,1.75265598297
28,end_of_block,space,1.46880698204
29,random_event,space,1.80258011818
30,end_of_block,space,1.6357319355
31,random_event,space,2.08627700806
32,end_of_block,space,1.26858711243
33,random_event,space,1.55238413811
34,end_of_block,space,1.01848483086
35,random_event,space,1.15204501152
36,end_of_block,space,1.23541092873
37,end_of_experiment,space,1.00170207024
