,event,key,rt
0,instructions_0,space,11.6639549732
1,instructions_1,space,16.4183778763
2,instructions_2,space,26.9963989258
3,instructions_3,space,21.2402150631
4,instructions_4,space,40.777821064
5,random_event,space,7.1583480835
6,end_of_block,space,7.2584631443
7,random_event,space,5.57349300385
8,end_of_block,space,10.729006052
9,random_event,space,5.18958520889
10,end_of_block,space,3.23757100105
11,random_event,space,4.12171697617
12,end_of_block,space,4.70590400696
13,random_event,space,3.1708741188
14,end_of_block,space,3.5380320549
15,random_event,space,2.52027797699
16,end_of_block,space,1.95314478874
17,random_event,space,3.82139182091
18,end_of_block,space,1.98607301712
19,random_event,space,2.31979703903
20,end_of_block,space,0.884951114655
21,random_event,space,1.63569092751
22,end_of_block,space,1.31879591942
23,random_event,space,2.88725590706
24,end_of_block,space,1.03498291969
25,random_event,space,2.33645987511
26,end_of_block,space,1.51904606819
27,random_event,space,2.5703690052
28,end_of_block,space,2.06965088844
29,random_event,space,4.70568704605
30,end_of_block,space,1.26880693436
31,random_event,space,3.03758192062
32,end_of_block,space,1.45227384567
33,random_event,space,1.81932210922
34,end_of_block,space,1.26874899864
35,random_event,space,1.76927495003
36,end_of_block,space,1.93615412712
37,end_of_experiment,space,8.66008114815
