,event,key,rt
0,instructions_0,space,10.0957248211
1,instructions_1,space,12.7313890457
2,instructions_2,space,30.133507967
3,instructions_3,space,17.0693099499
4,instructions_4,space,24.9776320457
5,random_event,space,6.80793619156
6,end_of_block,space,12.8478138447
7,random_event,space,4.38889789581
8,end_of_block,space,4.48891711235
9,random_event,space,3.17083001137
10,end_of_block,space,2.48662996292
11,random_event,space,3.70481300354
12,end_of_block,space,2.35381793976
13,random_event,space,4.83914804459
14,end_of_block,space,2.40331912041
15,random_event,space,2.30311393738
16,end_of_block,space,3.38771104813
17,random_event,space,1.7358109951
18,end_of_block,space,2.67035794258
19,random_event,space,2.43664288521
20,end_of_block,space,3.83818888664
21,random_event,space,1.56892490387
22,end_of_block,space,4.3554019928
23,random_event,space,1.86934018135
24,end_of_block,space,5.42308712006
25,random_event,space,1.90260696411
26,end_of_block,space,3.60454297066
27,random_event,space,1.63574981689
28,end_of_block,space,1.65265583992
29,random_event,space,1.71931791306
30,end_of_block,space,1.95287799835
31,random_event,space,1.31884384155
32,end_of_block,space,3.23739790916
33,random_event,space,1.4023039341
34,end_of_block,space,2.33643507957
35,random_event,space,1.10185694695
36,end_of_block,space,2.3865609169
37,end_of_experiment,space,7.4755191803
