,event,key,rt
0,instructions_0,space,12.3983540535
1,instructions_1,space,14.2827529907
2,instructions_2,space,17.6031630039
3,instructions_3,space,21.2069149017
4,instructions_4,space,26.0788059235
5,random_event,space,8.91031193733
6,end_of_block,space,5.94039678574
7,random_event,space,5.0061109066
8,end_of_block,space,5.6066660881
9,random_event,space,3.77157402039
10,end_of_block,space,5.43995881081
11,random_event,space,4.45572805405
12,end_of_block,space,3.40433907509
13,random_event,space,2.46988415718
14,end_of_block,space,3.58817601204
15,random_event,space,2.62014818192
16,end_of_block,space,4.70574593544
17,random_event,space,3.23755311966
18,end_of_block,space,3.00402402878
19,random_event,space,2.05300021172
20,end_of_block,space,10.7789649963
21,random_event,space,4.40532708168
22,end_of_block,space,2.21982908249
23,random_event,space,3.15404200554
24,end_of_block,space,1.43551683426
25,random_event,space,1.26855802536
26,end_of_block,space,2.80398488045
27,random_event,space,2.3367421627
28,end_of_block,space,1.35247397423
29,random_event,space,2.5034430027
30,end_of_block,space,2.83717489243
31,random_event,space,1.31860494614
32,end_of_block,space,1.53568291664
33,random_event,space,2.01956009865
34,end_of_block,space,4.8225569725
35,random_event,space,3.50441098213
36,end_of_block,space,2.75372195244
37,end_of_experiment,space,3.08769989014
