,event,key,rt
0,instructions_0,space,21.3940560818
1,instructions_1,space,23.0124671459
2,instructions_2,space,31.072165966
3,instructions_3,space,25.8156249523
4,instructions_4,space,42.8699228764
5,random_event,space,9.49572300911
6,end_of_block,space,10.0797200203
7,random_event,space,8.47780799866
8,end_of_block,space,3.10447883606
9,random_event,space,1.81945896149
10,end_of_block,space,2.35359406471
11,random_event,space,1.5859708786
12,end_of_block,space,2.57059502602
13,random_event,space,2.21991300583
14,end_of_block,space,1.60268902779
15,random_event,space,1.0350959301
16,end_of_block,space,1.45228004456
17,random_event,space,1.0853908062
18,end_of_block,space,1.28538990021
19,random_event,space,1.05210185051
20,end_of_block,space,3.68851089478
21,random_event,space,2.03650593758
22,end_of_block,space,1.96975398064
23,random_event,space,1.98650407791
24,end_of_block,space,1.60271501541
25,random_event,space,1.33572411537
26,end_of_block,space,1.55272603035
27,random_event,space,1.33562207222
28,end_of_block,space,2.03660202026
29,random_event,space,1.38569402695
30,end_of_block,space,1.55243682861
31,random_event,space,1.72011613846
32,end_of_block,space,1.68611192703
33,random_event,space,1.18540406227
34,end_of_block,space,1.66936302185
35,random_event,space,1.30215001106
36,end_of_block,space,1.48604798317
37,end_of_experiment,space,0.868547916412
