,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,,False,1,,++,+,3.00330519676,118.9,1144.9,1,1,118.0,0.9,1.1
1,,False,1,,++,+,3.00317811966,119.6,1145.6,2,2,118.0,1.0,0.7
2,,False,1,,++,+,3.00317215919,120.3,1146.3,3,3,118.0,1.1,0.7
3,,False,1,,++,+,3.00313401222,121.2,1147.2,4,4,118.0,1.2,0.9
4,,False,1,,++,+,3.00313401222,121.9,1147.9,5,5,118.0,0.7,1.0
5,,False,1,,++,+,3.00323987007,122.9,1148.9,6,6,118.0,1.1,1.0
6,,False,1,,++,+,3.00324678421,123.4,1149.4,7,7,118.0,1.0,0.5
7,,False,1,,++,+,3.00323700905,124.4,1150.4,8,8,118.0,1.1,1.0
8,,False,1,,++,+,3.00329184532,125.3,1151.3,9,9,118.0,0.9,1.1
9,,False,1,,++,+,3.00325894356,126.5,1152.5,10,10,118.0,1.2,1.2
10,,False,1,,++,+,3.00323605537,127.4,1153.4,11,11,118.0,1.3,0.9
11,,False,1,,++,+,3.00319290161,127.9,1153.9,12,12,118.0,1.0,0.5
12,,False,1,,++,+,3.00324010849,128.9,1154.9,13,13,118.0,1.1,1.0
13,0.0,False,1,q,++,+,2.50332903862,129.6,1155.6,14,14,118.0,1.2,0.7
14,0.0,False,1,q,++,+,0.451136827469,130.9,1156.9,15,15,118.0,1.5,1.3
15,0.0,False,1,q,++,+,0.38441491127,131.7,1157.7,16,16,118.0,1.0,0.8
16,1.0,False,1,p,++,+,0.501168012619,132.6,1158.6,17,17,118.0,0.9,1.0
17,1.0,False,1,p,++,+,0.301012039185,133.7,1159.7,18,18,118.0,1.1,0.6
18,0.0,False,1,q,++,+,0.467811107635,134.3,1160.3,19,19,118.0,1.0,0.6
19,1.0,False,1,p,++,+,0.48443198204,135.1,1161.1,20,20,118.0,0.8,0.9
20,0.0,False,2,q,--,++,0.651518106461,-107.5,1053.6,21,1,-113.0,6.5,5.5
21,1.0,False,2,p,--,++,0.534441947937,-100.1,1061.0,22,2,-113.0,7.4,5.9
22,1.0,False,2,p,--,++,0.334635019302,-91.2,1069.9,23,3,-113.0,8.9,5.0
23,1.0,False,2,p,--,++,0.901607990265,-83.7,1077.4,24,4,-113.0,7.5,6.4
24,1.0,False,2,p,--,++,1.08523201942,-76.9,1084.2,25,5,-113.0,6.8,5.2
25,1.0,False,2,p,--,++,0.284274101257,-69.5,1091.6,26,6,-113.0,7.4,4.9
26,0.0,False,2,q,--,++,0.784812927246,-65.1,1096.0,27,7,-113.0,6.7,4.4
27,1.0,False,2,p,--,++,0.317645072937,-57.4,1103.7,28,8,-113.0,7.7,6.0
28,1.0,False,2,p,--,++,0.467732906342,-49.9,1111.2,29,9,-113.0,7.5,4.3
29,1.0,False,2,p,--,++,0.367789030075,-44.5,1116.6,30,10,-113.0,5.4,7.4
30,0.0,False,2,q,--,++,0.502190828323,-37.7,1123.4,31,11,-113.0,3.5,6.8
31,0.0,False,2,q,--,++,0.434387922287,-33.6,1127.5,32,12,-113.0,6.8,4.1
32,1.0,False,2,p,--,++,0.66823387146,-28.2,1132.9,33,13,-113.0,5.4,5.5
33,0.0,False,2,q,--,++,0.401146888733,-23.3,1137.8,34,14,-113.0,8.8,4.9
34,1.0,False,2,p,--,++,0.36775803566,-15.1,1146.0,35,15,-113.0,8.2,5.2
35,1.0,False,2,p,--,++,0.701372146606,-7.1,1154.0,36,16,-113.0,8.0,5.0
36,1.0,False,2,p,--,++,0.26763010025,-0.5,1160.6,37,17,-113.0,6.6,4.9
37,1.0,False,2,p,--,++,0.417995929718,6.5,1167.6,38,18,-113.0,7.0,4.0
38,1.0,False,2,p,--,++,0.951803922653,13.5,1174.6,39,19,-113.0,7.0,8.2
39,0.0,False,2,q,--,++,0.300955057144,18.2,1179.3,40,20,-113.0,6.3,4.7
40,0.0,True,3,p,+,-,0.367783069611,19.8,1199.1,41,1,21.0,-1.1,-1.2
41,1.0,True,3,q,+,-,0.267681837082,19.1,1198.4,42,2,21.0,-0.7,-1.1
42,1.0,True,3,q,+,-,0.334306955338,18.3,1197.6,43,3,21.0,-0.8,-1.1
43,1.0,True,3,q,+,-,0.451307058334,17.6,1196.9,44,4,21.0,-0.7,-1.0
44,1.0,True,3,q,+,-,0.317620038986,16.7,1196.0,45,5,21.0,-0.9,-1.2
45,1.0,True,3,q,+,-,0.518156051636,15.7,1195.0,46,6,21.0,-1.0,-1.3
