,event,key,rt
0,instructions_0,space,236.339022875
1,instructions_1,space,20.4894399643
2,instructions_2,space,34.5212872028
3,instructions_3,space,55.8608300686
4,instructions_4,space,39.5766558647
5,random_event,space,0.0507960319519
6,end_of_block,space,9.827917099
7,random_event,space,7.59213089943
8,end_of_block,space,3.78807806969
9,random_event,space,5.506690979
10,end_of_block,space,2.8203098774
11,random_event,space,6.42429208755
12,end_of_block,space,4.17177796364
13,random_event,space,6.59111189842
14,end_of_block,space,3.57111501694
15,random_event,space,2.35334300995
16,end_of_block,space,2.95387005806
17,random_event,space,2.35331606865
18,end_of_block,space,3.1040699482
19,random_event,space,1.48568201065
20,end_of_block,space,2.60364294052
21,random_event,space,1.3855650425
22,end_of_block,space,1.20192217827
23,random_event,space,1.0518579483
24,end_of_block,space,2.1696228981
25,random_event,space,2.25306391716
26,end_of_block,space,3.47111701965
27,random_event,space,3.83811688423
28,end_of_block,space,3.05390286446
29,random_event,space,2.57012104988
30,end_of_block,space,1.03507900238
31,random_event,space,3.43768501282
32,end_of_block,space,1.06851005554
33,random_event,space,1.4857070446
34,end_of_block,space,1.28631687164
35,random_event,space,1.40327310562
36,end_of_block,space,0.91924905777
37,end_of_experiment,space,0.502012014389
