,accuracy,better_option_left,block_number,choice_key,reference_IV,reward_IV,rt,running_score_block,running_score_experiment,trial,trial_block,reference_block,reward_trial_better_option,reward_trial_worse_option
0,1.0,True,1,q,++,+,0.601306200027,126.8,1152.8,1,1,126.0,0.8,1.1
1,0.0,True,1,p,++,+,1.20185208321,127.6,1153.6,2,2,126.0,0.9,0.8
2,0.0,True,1,p,++,+,0.701478004456,128.6,1154.6,3,3,126.0,0.9,1.0
3,1.0,True,1,q,++,+,0.534638166428,129.4,1155.4,4,4,126.0,0.8,0.9
4,0.0,True,1,p,++,+,0.65136885643,130.5,1156.5,5,5,126.0,0.9,1.1
5,0.0,True,1,p,++,+,0.751416921616,131.7,1157.7,6,6,126.0,0.8,1.2
6,0.0,True,1,p,++,+,0.451366901398,132.7,1158.7,7,7,126.0,1.0,1.0
7,0.0,True,1,p,++,+,0.41801905632,133.6,1159.6,8,8,126.0,1.2,0.9
8,1.0,True,1,q,++,+,0.484650850296,134.6,1160.6,9,9,126.0,1.0,1.0
9,0.0,True,1,p,++,+,0.46778512001,135.5,1161.5,10,10,126.0,1.0,0.9
10,1.0,True,1,q,++,+,0.467882156372,136.7,1162.7,11,11,126.0,1.2,1.0
11,0.0,True,1,p,++,+,0.484773874283,137.6,1163.6,12,12,126.0,0.8,0.9
12,0.0,True,1,p,++,+,0.401022911072,138.7,1164.7,13,13,126.0,1.3,1.1
13,1.0,True,1,q,++,+,0.467816114426,139.7,1165.7,14,14,126.0,1.0,0.9
14,0.0,True,1,p,++,+,0.367733955383,140.5,1166.5,15,15,126.0,1.1,0.8
15,0.0,True,1,p,++,+,0.367678165436,141.2,1167.2,16,16,126.0,1.2,0.7
16,1.0,True,1,q,++,+,0.301228046417,142.4,1168.4,17,17,126.0,1.2,1.5
17,0.0,True,1,p,++,+,0.234496116638,143.6,1169.6,18,18,126.0,1.2,1.2
18,0.0,True,1,p,++,+,0.284249067307,144.3,1170.3,19,19,126.0,1.2,0.7
19,1.0,True,1,q,++,+,0.334378004074,145.4,1171.4,20,20,126.0,1.1,1.0
20,0.0,True,2,p,-,-,0.601201057434,-20.3,1151.1,21,1,-19.3,-0.9,-1.0
21,1.0,True,2,q,-,-,0.584911108017,-21.0,1150.4,22,2,-19.3,-0.7,-0.9
22,0.0,True,2,p,-,-,0.46769618988,-21.9,1149.5,23,3,-19.3,-0.7,-0.9
23,0.0,True,2,p,-,-,0.434594154358,-23.2,1148.2,24,4,-19.3,-0.9,-1.3
24,0.0,True,2,p,-,-,0.334539890289,-24.3,1147.1,25,5,-19.3,-0.8,-1.1
