,event,key,rt
0,instructions_0,space,22.4258708954
1,instructions_1,space,19.9057149887
2,instructions_2,space,32.5525448322
3,instructions_3,space,27.5972239971
4,instructions_4,space,14.8832960129
5,random_event,space,6.44123196602
6,end_of_block,space,4.00509619713
7,random_event,space,4.9895260334
8,end_of_block,space,1.28568291664
9,random_event,space,2.38661909103
10,end_of_block,space,4.37234020233
11,random_event,space,3.83816409111
12,end_of_block,space,2.62008500099
13,random_event,space,4.47214913368
14,end_of_block,space,3.98835301399
15,random_event,space,3.48769402504
16,end_of_block,space,1.41882610321
17,random_event,space,0.88494682312
18,end_of_block,space,1.75262403488
19,random_event,space,0.901659965515
20,end_of_block,space,0.884963989258
21,random_event,space,1.28544998169
22,end_of_block,space,1.35231304169
23,random_event,space,0.784829854965
24,end_of_block,space,0.818431138992
25,random_event,space,0.617948055267
26,end_of_block,space,1.1853749752
27,random_event,space,1.08521389961
28,end_of_block,space,1.31864905357
29,random_event,space,0.85166311264
30,end_of_block,space,0.718256950378
31,random_event,space,1.03543996811
32,end_of_block,space,2.43677997589
33,random_event,space,0.768093109131
34,end_of_block,space,1.31881308556
35,random_event,space,0.951722145081
36,end_of_block,space,0.601423978806
37,end_of_experiment,space,0.617918968201
